id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
chef,سرآشپز,شما در ابتدا می‌دانید چند زوج بازیکن بد در بازی وجود دارد.,"Show the finger signal (0, 1, 2, …) for the number of pairs of neighbouring evil players.",,,
choirboy,آوازخوان,اگر شیطان شاه را بکشد، شما می‌فهمید کدام بازیکن شیطان است. [+ شاه],,"If the King was killed by the Demon, wake the Choirboy and point to the Demon player.",,
clockmaker,ساعت‌ساز,شما در ابتدا می‌دانید که فاصله شیطان با نزدیک‌ترین مریدش چند است.,"Show the hand signal for the number (1, 2, 3, etc.) of places from Demon to closest Minion.",,,
courtier,ندیم,یک بار در بازی، در شب، شخصیتی را انتخاب کن: او برای ۳ شب و ۳ روز مست است.,"The Courtier either shows a 'no' head signal, or points to a character on the sheet. If the Courtier used their ability: If that character is in play, that player is drunk.","Reduce the remaining number of days the marked player is poisoned. If the Courtier has not yet used their ability: The Courtier either shows a 'no' head signal, or points to a character on the sheet. If the Courtier used their ability: If that character is in play, that player is drunk.",,"مست ۳,مست ۲,مست ۱,بدون قابلیت"
cultleader,رهبر فرقه,هر شب، شما در تیم یکی از همسایه‌های زنده خود قرار می‌گیرید. اگر همه بازیکنان خوب تصمیم بگیرند به فرقه شما ملحق شوند، تیم شما برنده می‌شود.,"If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.","If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.",,
damsel,دوشیزه,همه مریدان می‌دانند که شما در بازی هستید. اگر مریدی به صورت عمومی (یکبار) شما را حدس بزند، تیم شما می‌بازد.,"Wake all the Minions, show them the 'This character selected you' card and the Damsel token.","If selected by the Huntsman, wake the Damsel, show 'You are' card and a not-in-play Townsfolk token.",,حدس زده
deviant,اسگل,اگر امروز بامزه باشید، نمی‌توانید توسط تبعید کشته شوید.,,,,
devilsadvocate,مدافع شیطان,هر شب، یک بازیکن زنده (متفاوت از شب گذشته)  را انتخاب کنید: اگر او فردا اعدام شود، نمی‌میرد.,The Devil’s Advocate points to a living player. That player survives execution tomorrow.,"The Devil’s Advocate points to a living player, different from the previous night. That player survives execution tomorrow.",,اعدام نمی‌شود
djinn,غول چراغ,Use the Djinn's special rule. All players know what it is.,,,,
doomsayer,بدشگون,"If 4 or more players live, each living player may publicly choose (once per game) that a player of their own alignment dies.",,,,
dreamer,خیال‌باف,"Each night, choose a player (not yourself or Travellers): you learn 1 good and 1 evil character, 1 of which is correct.",The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,,
drunk,مست,شما نمی‌دانید که مست هستید. شما فکر می‌کنید شهروند هستید ولی نیستید.,,,مست,
duchess,دوشس,"Each day, 3 players may choose to visit you. At night*, each visitor learns how many visitors are evil, but 1 gets false info.",,,,
empath,همدل,"Each night, you learn how many of your 2 alive neighbours are evil.","Show the finger signal (0, 1, 2) for the number of evil alive neighbours of the Empath.","Show the finger signal (0, 1, 2) for the number of evil neighbours.",,
engineer,مهندس,یک بار در بازی، در شب، انتخاب کن چه شیطان یا مریدانی در بازی هستند.,"The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the You are card and the relevant character tokens.","The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the 'You are' card and the relevant character tokens.",,بدون قابلیت
eviltwin,دوقلوی شرور,"You & an opposing player know each other. If the good player is executed, evil wins. Good can't win if you both live.",Wake the Evil Twin and their twin. Confirm that they have acknowledged each other. Point to the Evil Twin. Show their Evil Twin token to the twin player. Point to the twin. Show their character token to the Evil Twin player.,,,دوقلو
exorcist,جن‌گیر,"Each night*, choose a player (different to last night): the Demon, if chosen, learns who you are then doesn't wake tonight.",,"The Exorcist points to a player, different from the previous night. If that player is the Demon: Wake the Demon. Show the Exorcist token. Point to the Exorcist. The Demon does not act tonight.",,منتخب
fanggu,فنگو,"Each night*, choose a player: they die. The 1st Outsider this kills becomes an evil Fang Gu & you die instead. [+1 Outsider]",,"The Fang Gu points to a player. That player dies. Or, if that player was an Outsider and there are no other Fang Gu in play: The Fang Gu dies instead of the chosen player. The chosen player is now an evil Fang Gu. Wake the new Fang Gu. Show the 'You are' card, then the Fang Gu token. Show the 'You are' card, then the thumb-down 'evil' hand sign.",,"مرده,یکبار"
farmer,کشاورز,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Fearmonger,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,ترسان
fibbin,Fibbin,"Once per game, 1 good player might get false information.",,,,
fiddler,کمانچه‌نواز,"Once per game, the Demon secretly chooses an opposing player: all players choose which of these 2 players win.",,,,
fisherman,ماهیگیر,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,بدون قابلیت
flowergirl,گل‌فروش,"Each night*, you learn if a Demon voted today.",,"Nod 'yes' or shake head 'no' for whether the Demon voted today. Place the 'Demon not voted' marker (remove 'Demon voted', if any).",,"Demon voted,Demon not voted"
fool,احمق,اولین باری که بمیرید، نمی‌میرید.,,,,بدون قابلیت
fortuneteller,فال‌گیر,"Each night, choose 2 players: you learn if either is a Demon. There is a good player that registers as a Demon to you.","The Fortune Teller points to two players. Give the head signal (nod yes, shake no) for whether one of those players is the Demon. ","The Fortune Teller points to two players. Show the head signal (nod 'yes', shake 'no') for whether one of those players is the Demon.",,Red herring
gambler,قمارباز,هر شب*، یک بازیکن را انتخاب کنید و شخصیتش را حدس بزنید: اگر اشتباه حدس زدید، می‌میرید.,,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,مرده
gangster,گنگستر,یک بار در روز، شما می‌توانید یک همسایه زنده خود را بکشید، به شرطی که همسایه زنده دیگر شما موافق باشد.,,,,
general,ژنرال,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,گابلین,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Claimed
godfather,پدرخوانده,"You start knowing which Outsiders are in play. If 1 died today, choose a player tonight: they die. [−1 or +1 Outsider]",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"امروز مرد,مرده"
golem,دیو,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,نمی‌تواند کاندید کند
goon,شرخر,"Each night, the 1st player to choose you with their ability is drunk until dusk. You become their alignment.",,,,مست
gossip,فضول,"Each day, you may make a public statement. Tonight, if it was true, a player dies.",,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,مرده
grandmother,مادربزرگ,"You start knowing a good player & their character. If the Demon kills them, you die too.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,نوه
gunslinger,تفنگدار,"Each day, after the 1st vote has been tallied, you may choose a player that voted: they die.",,,,
harlot,هرزه,"Each night*, choose a living player: if they agree, you learn their character, but you both might die.",,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,مرده
hellslibrarian,کتاب‌خانه‌دار جهنمی,Something bad might happen to whoever talks when the Storyteller has asked for silence.,,,,
heretic,ملحد,حتی اگر زنده نباشید، تیم برنده، بازنده، و تیم بازنده، برنده می‌شود.,,,,
huntsman,شکارچی,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,بدون قابلیت
imp,جن‌,"Each night*, choose a player: they die. If you kill yourself this way, a Minion becomes the Imp.",,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'You are' card, then the Imp token.",,مرده
innkeeper,مهمان‌خانه‌چی,"Each night*, choose 2 players: they can't die tonight, but 1 is drunk until dusk.",,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,محفوظ،مست
investigator,کاراگاه,You start knowing that 1 of 2 players is a particular Minion.,"Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"مرید,اشتباه"
judge,قاضی,"Once per game, if another player nominated, you may choose to force the current execution to pass or fail.",,,,بدون قابلیت
juggler,تردست,"On your 1st day, publicly guess up to 5 players' characters. That night, you learn how many you got correct.",,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,صحیح
king,شاه,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,دست‌وپا چلفتی,"When you learn that you died, publicly choose 1 alive player: if they are evil, your team loses.",,,,
legion,لژیون,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"مرده,در آستانه مرگ"
leviathan,لویاتان,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"روز ۱,روز ۲,روز ۳,روز ۴,روز ۵,بازیکن خوب اعدام شد"
librarian,کتاب‌خانه‌دار,You start knowing that 1 of 2 players is a particular Outsider. (Or that zero are in play.),"Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Outsider,Wrong"
lilmonsta,هیولا کوچولو,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Is the Demon,Dead",
lleech,زالو,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Dead,Poisoned"
lunatic,مجنون,"You think you are a Demon, but you are not. The Demon knows who you are & who you choose at night.","If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,گرگینه,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Dead
magician,جادوگر,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,عروسک خیمه‌شب‌بازی,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,مغز متفکر,"If the Demon dies by execution (ending the game), play for 1 more day. If a player is then executed, their team loses.",,,,
mathematician,ریاضیدان,"Each night, you learn how many players’ abilities worked abnormally (since dawn) due to another character's ability.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Abnormal
matron,کدبانو,"Each day, you may choose up to 3 sets of 2 players to swap seats. Players may not leave their seats to talk in private.",,,,
mayor,شهردار,"If only 3 players live & no execution occurs, your team wins. If you die at night, another player might die instead.",,,,
mezepheles,مزفیلیس,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"Turns evil,No ability"
minstrel,خنیاگر,"When a Minion dies by execution, all other players (except Travellers) are drunk until dusk tomorrow.",,,,Everyone drunk
monk,راهب,"Each night*, choose a player (not yourself): they are safe from the Demon tonight.",,The previously protected player is no longer protected. The Monk points to a player not themself. Mark that player 'Protected'.,,Protected
moonchild,ماه‌گرفته,"When you learn that you died, publicly choose 1 alive player. Tonight, if it was a good player, they die.",,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Dead
mutant,جهش‌یافته,"If you are “mad” about being an Outsider, you might be executed.",,,,
nightwatchman,نگهبان شب,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,بدون قابلیت
noble,اشراف‌زاده,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,نُدَشی,"Each night*, choose a player: they die. Your 2 Townsfolk neighbours are poisoned.",,The No Dashii points to a player. That player dies.,,"Dead,Poisoned"
oracle,غیب‌بین,"Each night*, you learn how many dead players are evil.",,"Show the hand signal for the number (0, 1, 2, etc.) of dead evil players.",,
pacifist,صلح‌طلب,Executed good players might not die.,,,,
philosopher,فیلسوف,"Once per game, at night, choose a good character: gain that ability. If this character is in play, they are drunk.","The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.",,"Drunk,Is the Philosopher"
pithag,عجوزه,"Each night*, choose a player & a character they become (if not-in-play). If a Demon is made, deaths tonight are arbitrary.",,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
pixie,پری,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Mad,Has ability"
po,پو,"Each night*, you may choose a player: they die. If your last choice was no-one, choose 3 players tonight.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"Dead,3 attacks"
poisoner,مسموم‌کننده,"Each night, choose a player: they are poisoned tonight and tomorrow day.",The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,مسموم
politician,سیاستمدار,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,خشخاش‌کار,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,واعظ,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,استاد,"Once per game, at night*, choose a dead player: if they are a Townsfolk, they are resurrected.",,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,روانی,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,پوکا,"Each night, choose a player: they are poisoned. The previously poisoned player dies then becomes healthy.",The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Poisoned,Dead"
puzzlemaster,پازل‌چین,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Drunk,Guess used"
ravenkeeper,کلاغ‌بان,"If you die at night, you are woken to choose a player: you learn their character.",,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,گوشه گیر,"You might register as evil & as a Minion or Demon, even if dead.",,,,
revolutionary,انقلاب‌گر,"2 neighboring players are known to be the same alignment. Once per game, one of them registers falsely",,,,
riot,فتنه‌گر,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,حکیم,"If the Demon kills you, you learn that it is 1 of 2 players.",,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,ملوان,"Each night, choose an alive player: either you or they are drunk until dusk. You can't die.","The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,مست
saint,قدیس,"If you die by execution, your team loses.",,,,
savant,عالم,"Each day, you may visit the Storyteller to learn 2 things in private: 1 is true & 1 is false.",,,,
scapegoat,قربانی,"If a player of your alignment is executed, you might be executed instead.",,,,
scarletwoman,فاحشه,"If there are 5 or more players alive & the Demon dies, you become the Demon. (Travellers don’t count)",,"If the Scarlet Woman became the Demon today: Show the 'You are' card, then the demon token.",,Demon
seamstress,خیاط,"Once per game, at night, choose 2 players (not yourself): you learn if they are the same alignment.","The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,بدون قابلیت
sentinel,کشیک,There might be 1 extra or 1 fewer Outsider in-play.,,,,
shabaloth,شَبَلُف,"Each night*, choose 2 players: they die. A dead player you chose last night might be regurgitated.",,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Dead,Alive"
slayer,قاتل,"Once per game, during the day, publicly choose a player: if they are the Demon, they die.",,,,بدون قابلیت
snakecharmer,مارگیر,"Each night, choose an alive player: a chosen Demon swaps characters & alignments with you & is then poisoned.",The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,مسموم
snitch,خبرچین,Minions start knowing 3 not-in-play characters.,After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,سرباز,شما از شیطان در امانید,,,,
spiritofivory,روح پاک,There can't be more than 1 extra evil player.,,,,
spy,جاسوس,"Each night, you see the Grimoire. You might register as good & as a Townsfolk or Outsider, even if dead.",Show the Grimoire to the Spy for as long as they need.,Show the Grimoire to the Spy for as long as they need.,,
stormcatcher,Storm Catcher,"Name a good character. If in play, they can only die by execution, but evil players learn which player it is.",,,,
sweetheart,دلارام,"When you die, 1 player is drunk from now on.",,Choose a player that is drunk.,,مست
tealady,Tea Lady,"If both your alive neighbours are good, they can't die.",,,,نامیرا
thief,دزد,"Each night, choose a player (not yourself): their vote counts negatively tomorrow.",The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,,Negative vote
tinker,Tinker,You might die at any time.,,The Tinker might die.,,Dead
towncrier,جارچی,"Each night*, you learn if a Minion nominated today.",,"Nod 'yes' or shake head 'no' for whether a Minion nominated today. Place the 'Minion not nominated' marker (remove 'Minion nominated', if any).",,"Minions not nominated,Minion nominated"
toymaker,اسباب‌بازی‌ساز,The Demon may choose not to attack & must do this at least once per game. Evil players get normal starting info.,,,,
undertaker,مرده‌شور,"Each night*, you learn which character died by execution today.",,If a player was executed today: Show that player’s character token.,,معدوم
vigormortis,Vigormortis,"Each night*, choose a player: they die. Minions you kill keep their ability & poison 1 Townsfolk neighbour. [−1 Outsider]",,حتی اگر زنده نباشید، تیم برنده، بازنده، و تیم بازنده، برنده می‌شود.,,"مرده,باقابلیت,مسموم"
virgin,باکره,"The 1st time you are nominated, if the nominator is a Townsfolk, they are executed immediately.",,,,بدون قابلیت
vortox,Vortox,"Each night*, choose a player: they die. Townsfolk abilities yield false info. Each day, if no-one is executed, evil wins.",,The Vortox points to a player. That player dies.,,مرده
voudon,افسون‌گر,Only you and the dead can vote. They don't need a vote token to do so. A 50% majority is not required.,,,,
washerwoman,رختشور,You start knowing that 1 of 2 players is a particular Townsfolk.,"Show the character token of a Townsfolk in play. Point to two players, one of which is that character.",,,"Townsfolk,Wrong"
