id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
bountyhunter,Cacciatore di Taglie,"You start knowing 1 evil player. If the player you know dies, you learn another evil player tonight. [1 Townsfolk is evil]",Indica 1 giocatore malvagio. Sveglia il Cittadino che è malvagio e mostragli la carta ""Tu sei"" con il segno del pollice in giù.,"Se il giocatore malvagio conosciuto è morto, indica un altro giocatore malvagio.",,Noto
buddhist,Buddista,"For the first 2 minutes of each day, veteran players may not talk.",,,,
bureaucrat,Burocrate,"Each night, choose a player (not yourself): their vote counts as 3 votes tomorrow.",Il Burocrate indica un giocatore. Affiancagli il promemoria ""Voto Triplo"".,Il Burocrate indica un giocatore. Affiancagli il promemoria ""Voto Triplo"".,,Voto Triplo
butcher,Macellaio,"Each day, after the 1st execution, you may nominate again.",,,,
butler,Maggiordomo,"Each night, choose a player (not yourself): tomorrow, you may only vote if they are voting too.",Il Maggiordomo indica un giocatore. Affiancagli il promemoria ""Padrone"".,Il Maggiordomo indica un giocatore. Affiancagli il promemoria ""Padrone"".,,Padrone
cannibal,Cannibale,"You have the ability of the recently killed executee. If they are evil, you are poisoned until a good player dies by execution.",,,,"Avvelenato,Morto Oggi"
cerenovus,Strizzacervelli,"Each night, choose a player & a good character: they are “mad” they are this character tomorrow, or might be executed.","Lo Strizzacervelli indica un giocatore, e un ruolo nell'elenco. Sveglia quel giocatore; mostragli la carta ""Questo ruolo ti ha scelto"" con il gettone dello Strizzacervelli. Mostragli il gettone del ruolo scelto dallo Strizzacervelli: se il giocatore scelto non è Matto di essere quel ruolo domani, potrebbe essere giustiziato.","Lo Strizzacervelli indica un giocatore, e un ruolo nell'elenco. Sveglia quel giocatore; mostragli la carta ""Questo ruolo ti ha scelto"" con il gettone dello Strizzacervelli. Mostragli il gettone del ruolo scelto dallo Strizzacervelli: se il giocatore scelto non è Matto di essere quel ruolo domani, potrebbe essere giustiziato.",,Matto
chambermaid,Cameriera,"Each night, choose 2 alive players (not yourself): you learn how many woke tonight due to their ability.","La Cameriera indica due giocatori. Mostrale un segno numerico (0, 1, 2, ...) per ogni giocatore che si è svegliato per la sua abilità stanotte.","La Cameriera indica due giocatori. Mostrale un segno numerico (0, 1, 2, ...) per ogni giocatore che si è svegliato per la sua abilità stanotte.",,
chef,Cuoco,You start knowing how many pairs of evil players there are.,"Mostra un segno numerico (0, 1, 2, …) per ogni coppia di giocatori malvagi seduti vicini.",,,
choirboy,Corista,"If the Demon kills the King, you learn which player is the Demon. [+ the King]",,"Se il Re è stato ucciso dal Demone, sveglia il Corista e indicagli il giocatore che è il Demone.",,
clockmaker,Orologiaio,You start knowing how many steps from the Demon to its nearest Minion.,"Mostra un segno numerico (1, 2, 3, …) per ogni posizione tra il Demone e lo scagnozzo più vicino.",,,
courtier,Cortigiano,"Once per game, at night, choose a character: they are drunk for 3 nights & 3 days.","Il Cortigiano può scuotere la testa, oppure indicare un ruolo sull'elenco. Se il Cortigiano ha usato la sua abilità: se quel ruolo è in gioco, quel giocatore è ubriaco.","Riduce il numero rimanente di giorni di ebbrezza del giocatore scelto. Se il Cortigiano non ha ancora usato la sua abilità: Il Cortigiano può scuotere la testa, oppure indicare un ruolo sull'elenco. Se il Cortigiano ha usato la sua abilità: se quel ruolo è in gioco, quel giocatore è ubriaco.",,"Nessuna Abilità,Ubriaco 1,Ubriaco 2,Ubriaco 3"
cultleader,Cultista,"Each night, you become the alignment of an alive neighbour. If all good players choose to join your cult, your team wins.","If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.","If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.",,
damsel,Damigella,"All Minions know you are in play. If a Minion publicly guesses you (once), your team loses.","Wake all the Minions, show them the 'This character selected you' card and the Damsel token.","If selected by the Huntsman, wake the Damsel, show 'You are' card and a not-in-play Townsfolk token.",,Tentativo usato
deusexfiasco,Deus ex Fiasco,"Once per game, the Storyteller will make a ""mistake"", correct it and publicly admit to it.",,,,Whoops
deviant,Deviante,"If you were funny today, you cannot die by exile.",,,,
devilsadvocate,Avvocato del Diavolo,"Each night, choose a living player (different to last night): if executed tomorrow, they don't die.",The Devil’s Advocate points to a living player. That player survives execution tomorrow.,"The Devil’s Advocate points to a living player, different from the previous night. That player survives execution tomorrow.",,Sopravvive esecuzione
djinn,Genio,Use the Djinn's special rule. All players know what it is.,,,,
doomsayer,Iettatore,"If 4 or more players live, each living player may publicly choose (once per game) that a player of their own alignment dies.",,,,
dreamer,Sognatore,"Each night, choose a player (not yourself or Travellers): you learn 1 good and 1 evil character, 1 of which is correct.",The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,,
drunk,Ubriaco,"You do not know you are the Drunk. You think you are a Townsfolk character, but you are not.",,,Ubriaco,
duchess,Duchessa,"Each day, 3 players may choose to visit you. At night*, each visitor learns how many visitors are evil, but 1 gets false info.",,,,"False Info,Visitor"
empath,Empatico,"Each night, you learn how many of your 2 alive neighbours are evil.","Show the finger signal (0, 1, 2) for the number of evil alive neighbours of the Empath.","Show the finger signal (0, 1, 2) for the number of evil neighbours.",,
engineer,Ingegnere,"Once per game, at night, choose which Minions or which Demon is in play.","The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the You are card and the relevant character tokens.","The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the 'You are' card and the relevant character tokens.",,Nessuna abilità
eviltwin,Gemello Malvagio,"You & an opposing player know each other. If the good player is executed, evil wins. Good can't win if you both live.",Wake the Evil Twin and their twin. Confirm that they have acknowledged each other. Point to the Evil Twin. Show their Evil Twin token to the twin player. Point to the twin. Show their character token to the Evil Twin player.,,,Gemello
exorcist,Esorcista,"Each night*, choose a player (different to last night): the Demon, if chosen, learns who you are then doesn't wake tonight.",,"The Exorcist points to a player, different from the previous night. If that player is the Demon: Wake the Demon. Show the Exorcist token. Point to the Exorcist. The Demon does not act tonight.",,Scelto
fanggu,Fang Gu,"Each night*, choose a player: they die. The 1st Outsider this kills becomes an evil Fang Gu & you die instead. [+1 Outsider]",,"The Fang Gu points to a player. That player dies. Or, if that player was an Outsider and there are no other Fang Gu in play: The Fang Gu dies instead of the chosen player. The chosen player is now an evil Fang Gu. Wake the new Fang Gu. Show the 'You are' card, then the Fang Gu token. Show the 'You are' card, then the thumb-down 'evil' hand sign.",,"Morto,Uno"
farmer,Contadino,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Allarmista,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,Terrore
fibbin,Bugiardo,"Once per game, 1 good player might get false information.",,,,Used
fiddler,Violinista,"Once per game, the Demon secretly chooses an opposing player: all players choose which of these 2 players win.",,,,
fisherman,Pescatore,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,Nessuna abilità
flowergirl,Fioraia,"Each night*, you learn if a Demon voted today.",,"Nod 'yes' or shake head 'no' for whether the Demon voted today. Place the 'Demon not voted' marker (remove 'Demon voted', if any).",,"Demone ha votato,Demone non ha votato"
fool,Giullare,"The first time you die, you don't.",,,,Nessuna abilità
fortuneteller,Chiromante,"Each night, choose 2 players: you learn if either is a Demon. There is a good player that registers as a Demon to you.","The Fortune Teller points to two players. Give the head signal (nod yes, shake no) for whether one of those players is the Demon.","The Fortune Teller points to two players. Show the head signal (nod 'yes', shake 'no') for whether one of those players is the Demon.",,Depistaggio
gambler,Scommettitore,"Each night*, choose a player & guess their character: if you guess wrong, you die.",,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,Morto
gangster,Delinquente,"Once per day, you may choose to kill an alive neighbour, if your other alive neighbour agrees.",,,,
general,Generale,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,Goblin,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Dichiarato
godfather,Padrino,"You start knowing which Outsiders are in play. If 1 died today, choose a player tonight: they die. [−1 or +1 Outsider]",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Morto oggi,Muore"
golem,Golem,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,Non può nominare
goon,Lacché,"Each night, the 1st player to choose you with their ability is drunk until dusk. You become their alignment.",,,,Ubriaco
gossip,Pettegolo,"Each day, you may make a public statement. Tonight, if it was true, a player dies.",,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,Muore
grandmother,Nonna,"You start knowing a good player & their character. If the Demon kills them, you die too.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Nipote
gunslinger,Pistolero,"Each day, after the 1st vote has been tallied, you may choose a player that voted: they die.",,,,
harlot,Meretrice,"Each night*, choose a living player: if they agree, you learn their character, but you both might die.",,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,Morto
hellslibrarian,Bibliotecario Infernale,Something bad might happen to whoever talks when the Storyteller has asked for silence.,,,,Something Bad
heretic,Eretico,"Whoever wins, loses & whoever loses, wins, even if you are dead.",,,,
huntsman,Cacciatore di Taglie,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,Nessuna abilità
imp,Imp,"Each night*, choose a player: they die. If you kill yourself this way, a Minion becomes the Imp.",,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'You are' card, then the Imp token.",,Morto
innkeeper,Oste,"Each night*, choose 2 players: they can't die tonight, but 1 is drunk until dusk.",,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Protetto,Ubriaco"
investigator,Investigatore,You start knowing that 1 of 2 players is a particular Minion.,"Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"Sbagliato,Scagnozzo"
judge,giudice,"Once per game, if another player nominated, you may choose to force the current execution to pass or fail.",,,,Nessuna abilità
juggler,Giocoliere,"On your 1st day, publicly guess up to 5 players' characters. That night, you learn how many you got correct.",,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,Corretto
king,Re,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,Sbadato,"When you learn that you died, publicly choose 1 alive player: if they are evil, your team loses.",,,,
legion,Legion,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"Morto,Sta per morire"
leviathan,Leviathan,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Buono Giustiziato,Giorno 1,Giorno 2,Giorno 3,Giorno 4,Giorno 5"
librarian,Bibliotecario,You start knowing that 1 of 2 players is a particular Outsider. (Or that zero are in play.),"Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Forestiero,Sbagliato"
lilmonsta,Lil' Monsta,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Morto,È il Demone",
lleech,Lleech,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Avvelenato,Morto"
lunatic,Lunatico,"You think you are a Demon, but you are not. The Demon knows who you are & who you choose at night.","If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attacco 1,Attacco 2,Attacco 3"
lycanthrope,Licantropo,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Morto
magician,Mago,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,Marionetta,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,È la Marionetta,
mastermind,La Mente,"If the Demon dies by execution (ending the game), play for 1 more day. If a player is then executed, their team loses.",,,,
mathematician,Mathematician,"Each night, you learn how many players’ abilities worked abnormally (since dawn) due to another character's ability.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Anormale
matron,Matrona,"Each day, you may choose up to 3 sets of 2 players to swap seats. Players may not leave their seats to talk in private.",,,,
mayor,Sindaco,"If only 3 players live & no execution occurs, your team wins. If you die at night, another player might die instead.",,,,
mezepheles,Mefisto,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"Diventa Malvagio,Nessuna abilità"
minstrel,Menestrello,"When a Minion dies by execution, all other players (except Travellers) are drunk until dusk tomorrow.",,,,Tutti ubriachi
monk,Monaco,"Each night*, choose a player (not yourself): they are safe from the Demon tonight.",,The previously protected player is no longer protected. The Monk points to a player not themself. Mark that player 'Protected'.,,Protetto
moonchild,Figlio della Luna,"When you learn that you died, publicly choose 1 alive player. Tonight, if it was a good player, they die.",,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Morto
mutant,Mutante,"If you are “mad” about being an Outsider, you might be executed.",,,,
nightwatchman,Guardiano Notturno,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,Nessuna abilità
noble,Nobile,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Visto
nodashii,No Dashii,"Each night*, choose a player: they die. Your 2 Townsfolk neighbours are poisoned.",,The No Dashii points to a player. That player dies.,,"Avvelenato,Morto"
oracle,Oracolo,"Each night*, you learn how many dead players are evil.",,"Show the hand signal for the number (0, 1, 2, etc.) of dead evil players.",,
pacifist,Pacifista,Executed good players might not die.,,,,
philosopher,Filosofo,"Once per game, at night, choose a good character: gain that ability. If this character is in play, they are drunk.","The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","Ubriaco,È il Filosofo",
pithag,Megera,"Each night*, choose a player & a character they become (if not-in-play). If a Demon is made, deaths tonight are arbitrary.",,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
pixie,Folletto,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Ha abilità,Matto"
po,Po,"Each night*, you may choose a player: they die. If your last choice was no-one, choose 3 players tonight.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"3 attacchi,Morto"
poisoner,Avvelenatore,"Each night, choose a player: they are poisoned tonight and tomorrow day.",The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,Avvelenato
politician,Politico,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,Coltivatore di Papaveri,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Malvagi si svegliano
preacher,Predicatore,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,A un sermone
professor,Professore,"Once per game, at night*, choose a dead player: if they are a Townsfolk, they are resurrected.",,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Nessuna abilità,Vivo"
psychopath,Psicopatico,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,Pukka,"Each night, choose a player: they are poisoned. The previously poisoned player dies then becomes healthy.",The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Avvelenato,Morto"
puzzlemaster,Enigmista,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Tentativo usato,Ubriaco"
ravenkeeper,Custode dei Corvi,"If you die at night, you are woken to choose a player: you learn their character.",,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,Recluso,"You might register as evil & as a Minion or Demon, even if dead.",,,,
revolutionary,Rivoluzioanario,"2 neighboring players are known to be the same alignment. Once per game, one of them registers falsely",,,,Register Falsely?
riot,Riot,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,Saggio,"If the Demon kills you, you learn that it is 1 of 2 players.",,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,Marinaio,"Each night, choose an alive player: either you or they are drunk until dusk. You can't die.","The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Ubriaco
saint,Santo,"If you die by execution, your team loses.",,,,
savant,Saccente,"Each day, you may visit the Storyteller to learn 2 things in private: 1 is true & 1 is false.",,,,
scapegoat,Capro Espiatorio,"If a player of your alignment is executed, you might be executed instead.",,,,
scarletwoman,Donna Scarlatta,"If there are 5 or more players alive & the Demon dies, you become the Demon. (Travellers don’t count)",,"If the Scarlet Woman became the Demon today: Show the 'You are' card, then the demon token.",,Demone
seamstress,Sarta,"Once per game, at night, choose 2 players (not yourself): you learn if they are the same alignment.","The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,Nessuna abilità
sentinel,Sentinella,There might be 1 extra or 1 fewer Outsider in-play.,,,,
shabaloth,Shabaloth,"Each night*, choose 2 players: they die. A dead player you chose last night might be regurgitated.",,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Morto,Vivo"
slayer,Sterminatore,"Once per game, during the day, publicly choose a player: if they are the Demon, they die.",,,,Nessuna abilità
snakecharmer,Incantatore di Serpenti,"Each night, choose an alive player: a chosen Demon swaps characters & alignments with you & is then poisoned.",The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,Avvelenato
snitch,Informatore,Minions start knowing 3 not-in-play characters.,After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,Soldato,You are safe from the Demon.,,,,
spiritofivory,Spirito d'Avorio,There can't be more than 1 extra evil player.,,,,No extra evil
spy,Spia,"Each night, you see the Grimoire. You might register as good & as a Townsfolk or Outsider, even if dead.",Show the Grimoire to the Spy for as long as they need.,Show the Grimoire to the Spy for as long as they need.,,
stormcatcher,Caccia Temporali,"Name a good character. If in play, they can only die by execution, but evil players learn which player it is.",,,,Safe
sweetheart,Tesoro,"When you die, 1 player is drunk from now on.",,Choose a player that is drunk.,,Ubriaco
tealady,Signora del Tè,"If both your alive neighbours are good, they can't die.",,,,Non può morire
thief,Ladro,"Each night, choose a player (not yourself): their vote counts negatively tomorrow.",The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,,Voto negativo
tinker,Smanettone,You might die at any time.,,The Tinker might die.,,Morto
towncrier,Banditore,"Each night*, you learn if a Minion nominated today.",,"Nod 'yes' or shake head 'no' for whether a Minion nominated today. Place the 'Minion not nominated' marker (remove 'Minion nominated', if any).",,"Scagnozzo ha nominato,Scagnozzo non ha nominato"
toymaker,Giocattolaio,The Demon may choose not to attack & must do this at least once per game. Evil players get normal starting info.,,,,No Attack
undertaker,Becchino,"Each night*, you learn which character died by execution today.",,If a player was executed today: Show that player’s character token.,,Giustiziato
vigormortis,Vigormortis,"Each night*, choose a player: they die. Minions you kill keep their ability & poison 1 Townsfolk neighbour. [−1 Outsider]",,"The Vigormortis points to a player. That player dies. If a Minion, they keep their ability and one of their Townsfolk neighbours is poisoned.",,"Avvelenato,Ha abilità,Morto"
virgin,Vergine,"The 1st time you are nominated, if the nominator is a Townsfolk, they are executed immediately.",,,,Nessuna abilità
