id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
exorcist,除霊師,毎夜（*）、プレイヤーを1人選ぶ（昨夜選んだプレイヤーは不可）。悪魔が選ばれた場合、悪魔はあなたが誰であるかを知り、今夜は行動しない。,,"The Exorcist points to a player, different from the previous night. If that player is the Demon: Wake the Demon. Show the Exorcist token. Point to the Exorcist. The Demon does not act tonight.",,Chosen
fanggu,ファン・グー,毎夜(*)、プレイヤーを1人選ぶ。そのプレイヤーは死亡する。最初によそ者を選んだ時、代わりにそのプレイヤーは邪悪なファン・グーになり、あなたは死亡する。〔よそ者＋1〕,,"The Fang Gu points to a player. That player dies. Or, if that player was an Outsider and there are no other Fang Gu in play: The Fang Gu dies instead of the chosen player. The chosen player is now an evil Fang Gu. Wake the new Fang Gu. Show the 'You are' card, then the Fang Gu token. Show the 'You are' card, then the thumb-down 'evil' hand sign.",,"Dead,Once"
farmer,Farmer,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Fearmonger,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,Fear
fibbin,フィビン,ゲーム中に1回、善良なプレイヤーは偽の情報を得る可能性がある。,,,,Used
fiddler,バイオリン弾き,ゲーム中に1回、悪魔は秘密裏に敵プレイヤーを1人選ぶ。全てのプレイヤーはこの2人のうちどちらが勝利したかを選ぶ。,,,,
fisherman,Fisherman,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,No ability
flowergirl,花売り娘,毎夜(*)、悪魔が賛成したかどうかを知ることができる。,,"Nod 'yes' or shake head 'no' for whether the Demon voted today. Place the 'Demon not voted' marker (remove 'Demon voted', if any).",,"Demon not voted,Demon voted"
fool,道化,死亡するのが1回目の場合、死亡しない。,,,,No ability
fortuneteller,占い師,毎夜、プレイヤーを2人選び、その中に悪魔がいるかどうかを知ることができる。あなたに対して偽りの情報となる善良のプレイヤーが1人いる。,"The Fortune Teller points to two players. Give the head signal (nod yes, shake no) for whether one of those players is the Demon.","The Fortune Teller points to two players. Show the head signal (nod 'yes', shake 'no') for whether one of those players is the Demon.",,Red herring
gambler,賭博師,毎夜(*)、プレイヤーを1人選び、その人物を当てる。それが間違っていた場合、あなたは死亡する。,,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,Dead
gangster,Gangster,"Once per day, you may choose to kill an alive neighbour, if your other alive neighbour agrees.",,,,
general,General,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,Goblin,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Claimed
godfather,名付け親,ゲーム開始時に、どのよそ者がいるかを知ることができる。今日の昼にそのうち1人が死亡した場合、今夜プレイヤーを1人を選ぶ。そのプレイヤーは死亡する。〔よそ者－1または＋1〕,Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Dead,Died today"
golem,Golem,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,Can not nominate
goon,うすのろ,毎夜、最初に自身の能力であなたを選んだプレイヤーは、次の夕暮れまで泥酔状態になる。あなたの所属はそのプレイヤーの所属になる。,,,,Drunk
gossip,噂好き,毎昼、全員に対し何らかの宣言をしてよい。今夜、それが真実だった場合、いずれか1人のプレイヤーが死亡する。,,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,Dead
grandmother,祖母,ゲーム開始時に、善良のプレイヤー1人とその人物を知ることができる。悪魔がそのプレイヤーを殺した場合、あなたも死亡する。,Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Grandchild
gunslinger,ガンマン,毎昼、最初の票が集計された後、賛成したプレイヤー1人を選んでよい。そのプレイヤーは死亡する。,,,,
harlot,娼婦,毎夜(*) 生き残っている人物を1人選ぶ。そのプレイヤーが同意した場合、その人物を知ることができるが、両方が死亡する可能性がある。,,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,Dead
hellslibrarian,地獄の司書,語り部が口を閉じるよう告げた後に話を続けたプレイヤーに対し、何か悪いことが起こりえる。,,,,Something Bad
heretic,Heretic,"Whoever wins, loses & whoever loses, wins, even if you are dead.",,,,
huntsman,Huntsman,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,No ability
imp,インプ,毎夜(*)、プレイヤーを1人選ぶ。そのプレイヤーは死亡する。これにより自分を死亡させた場合、手下が1人インプになる。,,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'You are' card, then the Imp token.",,Dead
innkeeper,宿屋の主,毎夜(*)、プレイヤーを2人選ぶ。そのプレイヤーは死亡しないが、そのうち1人は次の夕暮れまで泥酔状態になる。,,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Drunk,Protected"
investigator,捜査官,ゲーム開始時に2人のプレイヤーの中に特定の手下がいるのを知ることができる。,"Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"Minion,Wrong"
judge,裁判官,ゲーム中に1回、他のいずれかのプレイヤーが告発された場合、強制的にその処刑を実行または却下してよい。,,,,No ability
juggler,曲芸師,1日目の昼、全員の前でプレイヤーがなりえる人物を5人まで指定する。その夜、そのうち何人がいるかを知ることができる。,,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,Correct
king,King,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,不器用,自分が死亡していることを知ったとき、全員の前で生き残っているプレイヤーを1人選ぶ。そのプレイヤーが邪悪なら、あなたのチームは敗北する。,,,,
legion,Legion,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"About to die,Dead"
leviathan,Leviathan,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Day 1,Day 2,Day 3,Day 4,Day 5,Good player executed"
librarian,司書,ゲーム開始時に2人のプレイヤーの中に特定のよそ者がいるのを知ることができる。（あるいは、そのよそ者がいないことを知ることができる。）,"Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Outsider,Wrong"
lilmonsta,Lil' Monsta,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Dead,Is the Demon",
lleech,Lleech,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Dead,Poisoned"
lunatic,狂人,自分は悪魔だと思っているが、その能力は機能しない。悪魔はあなたが誰かや誰を攻撃したかを知ることができる。,"If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,Lycanthrope,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Dead
magician,Magician,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,Marionette,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,黒幕,処刑により悪魔が死亡した場合、もう1日プレイする。その後にいずれかのプレイヤーが処刑された場合、そのプレイヤーのチームが敗北する。,,,,
mathematician,数学者,毎夜、夕暮れ以降、他の人物の能力により正常に機能しなかったプレイヤーの能力がいくつあったかを知ることができる。,"Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Abnormal
matron,女主人,毎昼、プレイヤー2人組を選んで席を入れ替えることを3組まで行ってよい。プレイヤーは席を離れて秘密裏に会話することができない。,,,,
mayor,町長,生き残りが3人で、処刑が行われない場合、あなたのチームが勝利する。夜の間に死亡する場合、代わりに他の人物が死亡することがある。,,,,
mezepheles,Mezepheles,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"No ability,Turns evil"
minstrel,吟遊詩人,吟遊詩人が昼に死亡した場合、他のプレイヤー（旅人を除く）は、その夜から次の夕暮れまで泥酔状態になる。,,,,Everyone drunk
monk,僧,毎夜(*)、プレイヤーを1人選ぶ（自分は不可）。そのプレイヤーはその夜、悪魔から身を護られる。,,The previously protected player is no longer protected. The Monk points to a player not themself. Mark that player 'Protected'.,,Protected
moonchild,月の子,自分が死亡していることを知ったとき、生き残っているプレイヤーを1人選ぶ。そのプレイヤーが善良なら、そのプレイヤーは今夜死亡する。,,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Dead
mutant,突然変異,自分がよそ者であることに『必死』である場合、処刑される可能性がある。,,,,
nightwatchman,Nightwatchman,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,No ability
noble,Noble,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,ノ・ダシイー,毎夜(*)、プレイヤーを1人選ぶ。そのプレイヤーは死亡する。あなたの両側の最も近い住民は毒を受ける。,,The No Dashii points to a player. That player dies.,,"Dead,Poisoned"
oracle,巫女,毎夜（*)、あなたは死亡しているプレイヤーのうち何人が邪悪であるかを知ることができる。,,"Show the hand signal for the number (0, 1, 2, etc.) of dead evil players.",,
pacifist,平和主義者,善良のプレイヤーは処刑されても死亡しない。,,,,
philosopher,哲学者,ゲーム中に1回、夜の間に、善良な人物を1人選び、その人物になる。すでにゲームにいる人物と重複した場合、その人物は泥酔する。,"The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","Drunk,Is the Philosopher",
pithag,痘痕の老婆,毎夜(*)、プレイヤー1人と人物を1人選ぶ。その人物がいないなら、そのプレイヤーはその人物になる。これによりいずれかの悪魔になった場合、今夜の殺害はルールの適用外になる。,,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
pixie,Pixie,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Has ability,Mad"
po,ポー,毎夜(*)、プレイヤーを1人選んでよい。そのプレイヤーは死亡する。昨夜に誰も選ばなかった場合、今夜はプレイヤーを3人選ぶ。,,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"3 attacks,Dead"
poisoner,毒使い,毎夜、プレイヤーを1人選ぶ。そのプレイヤーの能力は、その夜と翌日の昼は機能しない。,The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,Poisoned
politician,Politician,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,Poppy Grower,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,Preacher,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,教授,ゲーム中に1回、夜の間に、死亡しているプレイヤーを1人選ぶ。そのが住民なら、そのプレイヤーは復活する。,,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,Psychopath,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,プーカ,毎夜(*)、プレイヤーを1人選ぶ。そのプレイヤーは翌日の夜に毒を受け、その後死亡する。最初の夜に行動する。,The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Dead,Poisoned"
puzzlemaster,Puzzlemaster,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Drunk,Guess used"
ravenkeeper,烏飼い,夜の間に死亡する場合、あなたは目覚めてプレイヤーを1人選び、その人物を知ることができる。,,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,世捨て人,死亡している場合も含め、自分が邪悪である、あるいは手下や悪魔であると認知される可能性がある。,,,,
revolutionary,革命家,いずれかの隣り合っている2名のプレイヤーは、同じ所属であることを知ることができる。ゲーム中に1回、そのうち1人は偽の情報を得る。,,,,Register Falsely?
riot,Riot,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,賢者,悪魔があなたを殺した場合、あなたはどちらかが悪魔である2人のプレイヤーを知ることができる。,,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,船乗り,毎夜、プレイヤーを1人選ぶ。あなたかそのプレイヤーは、次の夕暮れまで泥酔状態になる。あなたは死亡しない。,"The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Drunk
saint,聖人,処刑で死亡した場合、あなたのチームは敗北する。,,,,
savant,学者,毎昼、語り部から秘密裏に2つの事実を教えてもらう。そのうち1つは正しく、1つは間違っている。,,,,
scapegoat,身代わり,あなたの所属のプレイヤーが処刑される場合、代わりにあなたが処刑される可能性がある。,,,,
scarletwoman,緋色の女,プレイヤーが5人以上生き残っていて、悪魔が死亡した場合、あなたは悪魔になる。（旅人は数に入れない）,,"If the Scarlet Woman became the Demon today: Show the 'You are' card, then the demon token.",,Demon
seamstress,裁縫女,ゲーム中に1回、夜の間に、プレイヤーを2人選ぶ（自分は不可）。あなたはその2人が同じ所属かを知ることができる。,"The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,No ability
sentinel,衛兵,ゲームでのよそ者の人数が、1人増えているか1人減っている可能性がある。,,,,
shabaloth,シャバロト,毎夜(*)、プレイヤーを2人選ぶ。そのプレイヤーは死亡する。昨夜選んだ死亡したプレイヤーは、生き返る可能性がある。,,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Alive,Dead"
slayer,悪魔狩り,ゲーム中に1回、昼の間に、全員の前でプレイヤーを1人選ぶことができる。そのプレイヤーが悪魔だった場合、そのプレイヤーは死亡する。,,,,No ability
snakecharmer,蛇使い,毎夜、生き残っているプレイヤーを1人選ぶ。選ばれたのが悪魔なら、あなたとそのプレイヤーは人物と所属を入れ替え、その後そのプレイヤーは毒を受ける。,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,Poisoned
snitch,Snitch,Minions start knowing 3 not-in-play characters.,After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,兵士,悪魔からは身を護られる。,,,,
spiritofivory,象牙の精,邪悪側のプレイヤーは最大で1人までしか増えない。,,,,No extra evil
