id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
fanggu,Fang Gu,"Each night*, choose a player: they die. The 1st Outsider this kills becomes an evil Fang Gu & you die instead. [+1 Outsider]",,"The Fang Gu points to a player. That player dies. Or, if that player was an Outsider and there are no other Fang Gu in play: The Fang Gu dies instead of the chosen player. The chosen player is now an evil Fang Gu. Wake the new Fang Gu. Show the 'You are' card, then the Fang Gu token. Show the 'You are' card, then the thumb-down 'evil' hand sign.",,"Dead,Once"
farmer,Farmer,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Fearmonger,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,Fear
fibbin,Fibbin,"Once per game, 1 good player might get false information.",,,,Used
fiddler,Fiddler,"Once per game, the Demon secretly chooses an opposing player: all players choose which of these 2 players win.",,,,
fisherman,Fisherman,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,No ability
flowergirl,Flowergirl,"Each night*, you learn if a Demon voted today.",,"Nod 'yes' or shake head 'no' for whether the Demon voted today. Place the 'Demon not voted' marker (remove 'Demon voted', if any).",,"Demon voted,Demon not voted"
fool,Fool,"The first time you die, you don't.",,,,No ability
fortuneteller,წინასწარმეტყველი,"ყოველ ღამით, ირჩევ 2 მოთამაშეს და იგებ მათ შორის თუ არის დემონი. არსებობს ერთი კეთილი მოთამაშე, რომელიც შენთვის რეგისტრირდება დემონად.",წინასწარმეტყველი გაიშვერს ხელს ორი მოთამაშისკენ. თავის მოძრაობით ანიშნე არის თუ არა მათ შორის რომელიმე დემონი.,წინასწარმეტყველი გაიშვერს ხელს ორი მოთამაშისკენ. თავის მოძრაობით ანიშნე არის თუ არა მათ შორის რომელიმე დემონი.,,შავი კატა
gambler,Gambler,"Each night*, choose a player & guess their character: if you guess wrong, you die.",,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,Dead
gangster,Gangster,"Once per day, you may choose to kill an alive neighbour, if your other alive neighbour agrees.",,,,
general,General,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,Goblin,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Claimed
godfather,Godfather,"You start knowing which Outsiders are in play. If 1 died today, choose a player tonight: they die. [−1 or +1 Outsider]",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Died today,Dead"
golem,Golem,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,Can not nominate
goon,Goon,"Each night, the 1st player to choose you with their ability is drunk until dusk. You become their alignment.",,,,Drunk
gossip,Gossip,"Each day, you may make a public statement. Tonight, if it was true, a player dies.",,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,Dead
grandmother,Grandmother,"You start knowing a good player & their character. If the Demon kills them, you die too.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Grandchild
gunslinger,მსროლელი,"ყოველ დღე, პირველი ხმის მიცემის შემდეგ, შეგიძია აირჩიო მოთამაშე რომელმაც ხმა მისცა და ის მოკვდება.",,,,
harlot,Harlot,"Each night*, choose a living player: if they agree, you learn their character, but you both might die.",,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,Dead
hellslibrarian,Hell's Librarian,Something bad might happen to whoever talks when the Storyteller has asked for silence.,,,,Something Bad
heretic,Heretic,"Whoever wins, loses & whoever loses, wins, even if you are dead.",,,,
huntsman,Huntsman,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,No ability
imp,ეშმაკი,"ყოველ ღამით*, ირჩევ მოთამაშეს, რომელიც მოკვდება. თუ საკუთარ თავს მოკლავ, სხვა მინიონი გახდება ეშმაკი.",,"ეშმაკი ხელს გაიშვერს მოთამაშისკენ. ეს მოთამაშე კვდება თუ ის აირჩევს საკუთარ თავს: ჩაანაცვლე ერთი ცოცხალი მინიონის პერსონაჟი, ეშმაკი ჟეტონით და აჩვენე ამ მოთამაშეს 'შენ ხარ' ბარათი და შემდეგ ეშმაკის ჟეტონი.",,მკვდარი
innkeeper,Innkeeper,"Each night*, choose 2 players: they can't die tonight, but 1 is drunk until dusk.",,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Protected,Drunk"
investigator,გამომძიებელი,"თამაშის დაწყებისას იცი, რომ 2 პერსონაჟიდან 1 არის რომელიმე მინიონი.","აჩვენე თამაშში არსებული რომელიმე მინიონის ჟეტონი. გაიშვირე ხელები 2 მოთამაშისკენ, რომელთაგან ერთერთი არის ეგ პერსონაჟი.",,,"მინიონი,არასწორი"
judge,Judge,"Once per game, if another player nominated, you may choose to force the current execution to pass or fail.",,,,No ability
juggler,Juggler,"On your 1st day, publicly guess up to 5 players' characters. That night, you learn how many you got correct.",,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,Correct
king,King,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,Klutz,"When you learn that you died, publicly choose 1 alive player: if they are evil, your team loses.",,,,
legion,Legion,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"Dead,About to die"
leviathan,Leviathan,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Day 1,Day 2,Day 3,Day 4,Day 5,Good player executed"
librarian,ბიბლიოთეკარი,"თამაშის დაწყებისას იცი, რომ 2 პერსონაჟიდან 1 არის რომელიმე აუთსაიდერი. (ან 0 თუ არცერთია თამაშში)","აჩვენე თამაშში არსებული რომელიმე აუთსაიდერის ჟეტონი. გაიშვირე ხელები 2 მოთამაშისკენ, რომელთაგან ერთერთი არის ეგ პერსონაჟი.",,,"აუთსაიდერი,არასწორი"
lilmonsta,Lil' Monsta,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Is the Demon,Dead",
lleech,Lleech,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Dead,Poisoned"
lunatic,Lunatic,"You think you are a Demon, but you are not. The Demon knows who you are & who you choose at night.","If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,Lycanthrope,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Dead
magician,Magician,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,Marionette,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,Mastermind,"If the Demon dies by execution (ending the game), play for 1 more day. If a player is then executed, their team loses.",,,,
mathematician,Mathematician,"Each night, you learn how many players’ abilities worked abnormally (since dawn) due to another character's ability.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Abnormal
matron,Matron,"Each day, you may choose up to 3 sets of 2 players to swap seats. Players may not leave their seats to talk in private.",,,,
mayor,მერი,"თუ მხოლოდ 3 მოთამაშეა ცოცხალი და არავინ გავარდა, შენი გუნდი იგებს. თუ მოგკლავენ ღამით, შეიძლება თქვენს ნაცვლად სხვა პერსონაჟი მოკვდეს.",,,,
mezepheles,Mezepheles,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"Turns evil,No ability"
minstrel,Minstrel,"When a Minion dies by execution, all other players (except Travellers) are drunk until dusk tomorrow.",,,,Everyone drunk
monk,მღვდელი,"ყოველ ღამით*, ირჩევ მოთამაშეს (საკუთარი თავის გარდა), რომელიც ამ ღამით დემონისგან დაცულია.",,წინა ჯერზე დაცული მოთამაშე აღარაა დაცული. მღვდელი ირჩევს მოთამაშეს (არა საკუთარ თავს). მონიშნე ეგ მოთამაშე როგორც 'დაცული'.,,დაცული
moonchild,Moonchild,"When you learn that you died, publicly choose 1 alive player. Tonight, if it was a good player, they die.",,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Dead
mutant,Mutant,"If you are “mad” about being an Outsider, you might be executed.",,,,
nightwatchman,Nightwatchman,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,No ability
noble,Noble,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,No Dashii,"Each night*, choose a player: they die. Your 2 Townsfolk neighbours are poisoned.",,The No Dashii points to a player. That player dies.,,"Dead,Poisoned"
oracle,Oracle,"Each night*, you learn how many dead players are evil.",,"Show the hand signal for the number (0, 1, 2, etc.) of dead evil players.",,
pacifist,Pacifist,Executed good players might not die.,,,,
philosopher,Philosopher,"Once per game, at night, choose a good character: gain that ability. If this character is in play, they are drunk.","The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","Drunk,Is the Philosopher",
pithag,Pit-Hag,"Each night*, choose a player & a character they become (if not-in-play). If a Demon is made, deaths tonight are arbitrary.",,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
pixie,Pixie,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Mad,Has ability"
po,Po,"Each night*, you may choose a player: they die. If your last choice was no-one, choose 3 players tonight.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"Dead,3 attacks"
poisoner,მწამლავი,ყოველ ღამით ირჩევ მოთამაშეს. ის არის მოწამლული ამ ღამით და მომდევნო დღისით.,მწამლავი ირჩევს მოთამაშეს. მონიშნე ეგ მოთამაშე როგორც 'მოწამლული'.,წინა ჯერზე მოწამლული მოთამაშე აღარაა მოწამლული. მწამლავი ირჩევს მოთამაშეს. მონიშნე ეგ მოთამაშე როგორც 'მოწამლული'.,,მოწამლული
politician,Politician,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,Poppy Grower,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,Preacher,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,Professor,"Once per game, at night*, choose a dead player: if they are a Townsfolk, they are resurrected.",,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,Psychopath,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,Pukka,"Each night, choose a player: they are poisoned. The previously poisoned player dies then becomes healthy.",The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Poisoned,Dead"
puzzlemaster,Puzzlemaster,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Drunk,Guess used"
ravenkeeper,ბაზიერი,"თუ მოკვდები ღამით, გაიღვიძებ და აირჩევ მოთამაშეს, რომლის პერსონაჟსაც გაიგებ.",,"თუ ბაზიერი მოკვდება ამ ღამით, ის აირჩევს მოთამაშეს. აჩვენე ამ მოთამაშის პერსონაჟის ჟეტონი.",,
recluse,განდეგილი,"შენ შეიძლება დარეგისტრირდე როგორც ბოროტი, მინიონი ან დემონი, მაშინაც კი, როცა მკვდარ ხარ.",,,,
revolutionary,Revolutionary,"2 neighboring players are known to be the same alignment. Once per game, one of them registers falsely",,,,Register Falsely?
riot,Riot,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,Sage,"If the Demon kills you, you learn that it is 1 of 2 players.",,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,Sailor,"Each night, choose an alive player: either you or they are drunk until dusk. You can't die.","The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Drunk
saint,წმინდანი,"თუ ხმის მიცემით გავარდი, შენი გუნდი აგებს.",,,,
savant,Savant,"Each day, you may visit the Storyteller to learn 2 things in private: 1 is true & 1 is false.",,,,
scapegoat,განტევების ვაცი,"თუ ხმის მიცემით შენიანი გავარდა, შეიძლება მის ნაცვლად შენ გავარდე.",,,,
scarletwoman,მაცდური,"თუ თამაშში 5 ან მეტი ცოცხალი მოთამაშეა და დემონი კვდება, შენ ხდები ახალი დემონი.",,"თუ მაცდური გახდება დემონი: უჩვენე 'შენ ხარ' ბარათი, შემდეგ დემონის ჟეტონი.",,დემონი
seamstress,Seamstress,"Once per game, at night, choose 2 players (not yourself): you learn if they are the same alignment.","The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,No ability
sentinel,Sentinel,There might be 1 extra or 1 fewer Outsider in-play.,,,,
shabaloth,Shabaloth,"Each night*, choose 2 players: they die. A dead player you chose last night might be regurgitated.",,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Dead,Alive"
slayer,მკვლელი,"თამაშში ერთხელ, დღის განმავლობაში, საჯაროდ ირჩევ მოთამაშეს. თუ ეს მოთამაშე დემონია, კვდება.",,,,უუნარო
snakecharmer,Snake Charmer,"Each night, choose an alive player: a chosen Demon swaps characters & alignments with you & is then poisoned.",The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,Poisoned
snitch,Snitch,Minions start knowing 3 not-in-play characters.,After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,ჯარისკაცი,შენ ხარ დაცული დემონისგან.,,,,
spiritofivory,Spirit Of Ivory,There can't be more than 1 extra evil player.,,,,No extra evil
spy,ჯაშუში,"ყოველ ღამით შენ ხედავ გრიმუარს. შენ შეიძლება დარეგისტრირდე როგორც კარგი, ან მოქალაქე ან აუთსაიდერი, მაშინაც კი როცა მკვდარი ხარ.",აჩვენე გიმუარი ჯაშუშს რამდენი ხნითას დასჭირდება.,აჩვენე გიმუარი ჯაშუშს რამდენი ხნითას დასჭირდება.,,
stormcatcher,Storm Catcher,"Name a good character. If in play, they can only die by execution, but evil players learn which player it is.",,,,Safe
sweetheart,Sweetheart,"When you die, 1 player is drunk from now on.",,Choose a player that is drunk.,,Drunk
tealady,Tea Lady,"If both your alive neighbours are good, they can't die.",,,,Can not die
