id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
eviltwin,Zły bliźniak,"Ty i gracz z przeciwnej drużyny wiecie, kim jesteście. Jeśli dobry gracz zostanie stracony, zło wygrywa. Dobro nie może wygrać, jeśli żyje obydwoje bliźniaków.","Obudź Złego bliźniaka i jego bliźniaka. Potwierdź, że się zauważyli. Wskaż na Złego bliźniaka. Pokaż jego bliźniakowi żeton Złego bliźniaka. Wskaż na bliźniaka. Pokaż żeton jego postaci Złemu bliźniakowi.",,,bliźniak
exorcist,Egzorcysta,"Kazdej nocy* wybierz gracza (innego, niz poprzedniej nocy). Wybrany Demon dowiaduje sie, kim jestes, po czym nie budzi sie tej nocy.",,"The Exorcist points to a player, different from the previous night. If that player is the Demon: Wake the Demon. Show the Exorcist token. Point to the Exorcist. The Demon does not act tonight.",,Chosen
fanggu,Fang Gu,"Każdej nocy* wybierz gracza, który umiera. Pierwszy outsider, którego tak zabijesz, zostaje złym Fang Gu, a Ty giniesz zamiast niego. [+1 Outsider]",,"Fang Gu wskazuje gracza. Gracz ten umiera. Lub, jeśli ten gracz jest outsiderem i nie ma w grze innego Fang Gu - demon ginie zamiast wybranego gracza. Wybrany gracz jest teraz złym Fang Gu. Obudź nowego Fang Gu. Pokaż mu kartę 'JESTEŚ' i żeton Fang Gu, potem pokaż kciukiem do dołu, że jest zły.",,zgon
farmer,Farmer,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Fearmonger,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,Fear
fibbin,Fibbin,"Once per game, 1 good player might get false information.",,,,Used
fiddler,Fiddler,"Once per game, the Demon secretly chooses an opposing player: all players choose which of these 2 players win.",,,,
fisherman,Fisherman,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,No ability
flowergirl,Kwiaciarka,"Każdej nocy* dowiadujesz się, czy demon dziś zagłosował.",Umieść żeton 'demon nie głosował'.,"Pokiwaj głową na tak lub pokręć na nie w zależności od tego, czy demon dziś zagłosował. Umieść żeton 'demon nie głosował' (zabierz żeton 'demon głosował', jeśli tam jest).",,"demon głosował,demon nie głosował"
fool,Blazen,"Za pierwszym razem kiedy mialbys umrzec, przezywasz.",,,,No ability
fortuneteller,Wrozka,"Kazdej nocy wybierasz 2 graczy - dowiadujesz sie, czy ktorys z nich jest Demonem. Jeden z dobrych graczy pokazuje Ci sie jako zly.","The Fortune Teller points to two players. Give the head signal (nod yes, shake no) for whether one of those players is the Demon.","The Fortune Teller points to two players. Show the head signal (nod 'yes', shake 'no') for whether one of those players is the Demon.",,Red herring
gambler,Hazardzista,"Kazdej nocy* wybierz gracza i zgadnij, ktora jest postacia. Jesli sie pomylisz, umrzesz.",,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,Dead
gangster,Gangster,"Once per day, you may choose to kill an alive neighbour, if your other alive neighbour agrees.",,,,
general,General,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,Goblin,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Claimed
godfather,Ojciec chrzestny,"Na poczatku gry dowiadujesz sie, ktorzy Outsiderzy sa w grze. Jesli jeden z nich dzis umarl, wybierz noca gracza, ktory zginie. [-1 lub +1 Outsider]",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Dead,Died today"
golem,Golem,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,Can not nominate
goon,Zbir,"Kazdej nocy pierwszy gracz, ktory wskaze Cie za pomoca swojej zdolnosci jest pijany do zmierzchu. Przechodzisz na jego strone.","If a player used their character ability to choose the Goon: The ability does not work. Place the Drunk token on that player. The Goon becomes that player’s alignment. Show 'You are' card. Show thumbs-up good, thumbs-down 'evil' for the Goon’s current alignment.","If a player used their character ability to choose the Goon: The Goon becomes that player’s alignment. Show the 'You are' card. Show the hand signal (thumbs-up 'good', thumbs-down 'evil') for the Goon’s current alignment.",,Drunk
gossip,Plotkara,"Kazdego dnia mozesz wyglosic publiczne oswiadczenie. Jesli bylo prawdziwe, jeden z graczy umrze noca.",,"If the Gossip’s public statement was true: Choose a player, that player dies.",,Dead
grandmother,Babcia,"Zaczynasz gre, znajac tozsamosc i postac jednego dobrego gracza. Jesli Demon go zabije, umierasz wraz z nim.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Grandchild
gunslinger,Gunslinger,"Each day, after the 1st vote has been tallied, you may choose a player that voted: they die.",,,,
harlot,Ladacznica,"Każdej nocy* wybierz żywego gracza - jeśli się zgodzi, dowiadujesz się, jaką jest postacią, ale obydwoje możecie umrzeć.",,"Ladacznica wskazuje któregokolwiek gracza. Połóż Ladacznicę spać. Obudź wybranego przez nią gracza, pokaż mu kartę 'TA POSTAĆ CIĘ WYBRAŁA' i żeton Ladacznicy. Gracz ten albo kiwa głową na tak albo kręci na nie. Jeśli gracz pokiwał głową, obudź Ladacznicę i pokaż jej żeton postaci wybranego gracza. Potem możesz zdecydować, że obydwoje umrą.",,zgon
hellslibrarian,Hell's Librarian,Something bad might happen to whoever talks when the Storyteller has asked for silence.,,,,Something Bad
heretic,Heretic,"Whoever wins, loses & whoever loses, wins, even if you are dead.",,,,
huntsman,Huntsman,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,No ability
imp,Chochlik,"Kazdej nocy wybierz gracza, ktory umiera. Jesli zabijesz w ten sposob siebie, slugus zostaje demonem.",,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'YOU ARE' card, then the Imp token.",,Dead
innkeeper,Karczmarz,"Kazdej nocy* wybierz 2 graczy: zaden z nich nie moze umrzec tej nocy, ale jeden z nich bedzie pijany do kolejnego zmierzchu",,The previously protected and drunk players lose those tokens. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Drunk,Protected"
investigator,Sledczy,"Na poczatku gry dowiadujesz sie, ze jeden z dwoch graczy jest konkretnym slugusem.","Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"Minion,Wrong"
judge,Judge,"Once per game, if another player nominated, you may choose to force the current execution to pass or fail.",,,,No ability
juggler,Żongler,"Swojego pierwszego dnia, publicznie zgadnij, jakimi postaciami jest 5 bądź mniej graczy. Następnej nocy dowiesz się, ilu zgadłeś poprawnie.",,"Jeśli dziś był pierwszy dzień Żonglera - Pokaż na palcach liczbę ""poprawnych"" żetonów (0, 1, 2 itd.). Odłóż te żetony.",,poprawnie
king,King,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,Fajtłapa,"Kiedy dowiesz się, że nie żyjesz, publicznie wybierz jednego żywego gracza - jeśli jest zły, Twoja drużyna przegrywa.",,,,
legion,Legion,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"About to die,Dead"
leviathan,Leviathan,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Day 1,Day 2,Day 3,Day 4,Day 5,Good player executed"
librarian,Bibliotekarz,"Na poczatku gry dowiadujesz sie, ze jeden z dwoch graczy jest konkretnym outsiderem (lub ze jest ich 0 w grze).","Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Outsider,Wrong"
lilmonsta,Lil' Monsta,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Dead,Is the Demon",
lleech,Lleech,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Dead,Poisoned"
lunatic,Szaleniec,"Myslisz, ze jestes Demonem, ale nie jestes. Demon wie, kim jestes oraz kogo wybierasz noca.",If 7 or more players: Show the Lunatic 'arbitrary' Information as given in Demon Information. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'ATTACK' tokens. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'ATTACK' tokens.,"Allow the Lunatic to do the actions of the Demon. Place their 'ATTACK' tokens. If the Lunatic selected players: Wake the Demon. Show the 'ATTACK' token, then point to each marked player. Remove any Lunatic 'ATTACK' tokens.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,Lycanthrope,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Dead
magician,Magician,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,Marionette,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,Geniusz zla,"Jesli Demon zostanie stracony (i gra powinna sie skonczyc), gra toczy sie jeszcze jeden dzien. Jesli gracz zostanie tego dnia stracony, jego druzyna przegrywa.",,,,
mathematician,Matematyk,"Każdej nocy dowiadujesz się, zdolności ilu graczy zadziałały nieprawidłowo (od świtu) ze względu na zdolność innej postaci.","Pokaż na palcach liczbę graczy (0, 1, 2 itd.), których zdolności zadziałały nieprawidłowo ze względu na zdolności innych postaci.","Pokaż na palcach liczbę graczy (0, 1, 2 itd.), których zdolności zadziałały nieprawidłowo ze względu na zdolności innych postaci.",,nieprawidłowo
matron,Matron,"Each day, you may choose up to 3 sets of 2 players to swap seats. Players may not leave their seats to talk in private.",,,,
mayor,Burmistrz,"Jesli przy trzech zywych graczach nie nastapi egzekucja, Twoja druzyna wygrywa. Jesli zginiesz noca, inny gracz moze zginac zamiast Ciebie.",,,,
mezepheles,Mezepheles,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"No ability,Turns evil"
minstrel,Minstrel (PL),"Kiedy Slugus zostaje stracony, wszyscy inni gracze (oprocz Wedrowcow) sa pijani do jutrzejszego zmierzchu.",,Remove the 'Everyone drunk' token. If a Minion died today: All players but the Minstrel are drunk. Place the 'Everyone drunk' token.,,Everyone drunk
monk,Mnich,"Kazdej nocy* wybierz gracza (nie siebie), ktory tej nocy bedzie chroniony przed Demonem.",,The previously protected player is no longer protected. The Monk points to a player (not themself). Mark that player as 'PROTECTED'.,,Protected
moonchild,Cyganka,"Kiedy dowiesz sie, ze nie zyjesz publicznie wybierz jednego gracza. Tej nocy, jesli byl to dobry gracz, umiera.",,"If the Moonchild used their ability to target a player today: If that player was good, they die.",,Dead
mutant,Mutant,"Jeśli ""szalejesz"" na punkcie bycia outsiderem, możesz zostać stracony.",,,,
nightwatchman,Nightwatchman,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,No ability
noble,Noble,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,No Dashii,"Każdej nocy* wybierz gracza, który umiera. Dwójka sąsiadujących z Tobą mieszczan jest otruta.",,No Dashii wskazuje gracza. Gracz ten umiera.,,"otruty,zgon"
oracle,Wyrocznia,"Każdej nocy* dowiadujesz się, ilu martwych graczy jest złych.",,"Pokaż na palcach liczbę martwych złych graczy (0, 1, 2 itd.).",,
pacifist,Pacyfista,Dobrzy gracze poddani egzekucji moga nie zginac.,,,,
philosopher,Filozof,"Raz w trakcie gry, nocą, wybierz dobrą postać - uzyskasz jej zdolność. Jeśli ta postać jest w grze, jest od teraz pijana.","Filozof albo kręci głową na nie albo wskazuje dobrą postać na skrypcie. Jeśli wybrał postać - zamień żeton postaci, której nie ma w grze, z żetonem Filozofa i umieść przy nim żeton 'JEST FILOZOFEM'. Lub, jeśli postać jest w grze, umieść żeton 'PIJANY' przy tym graczu.","Jeśli Filozof nie wykorzystał jeszcze swojej zdolności - Filozof albo kręci głową na nie albo wskazuje dobrą postać na skrypcie. Jeśli wybrał postać - zamień żeton postaci, której nie ma w grze, z żetonem Filozofa i umieść przy nim żeton 'JEST FILOZOFEM'. Lub, jeśli postać jest w grze, umieść żeton 'PIJANY' przy tym graczu.","jest filozofem,pijany",
pithag,Jędza,"Każdej nocy*, wybierz gracza i postać, którą zostanie (jeśli nie ma jej w grze). Jeśli zostanie tak stworzony demon, zgony tej nocy zależą od Bajarza.",,"Jędza wskazuje na gracza i postać na skrypcie. Jeśli tej postaci nie ma w grze, obudź tego gracza i pokaż mu kartę 'JESTEŚ' i odpowiedni żeton postaci. Jeśli postać jest w grze, nic się nie dzieje.",,
pixie,Pixie,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Has ability,Mad"
po,Po (PL),"Kazdej nocy*, mozesz wybrac gracza, ktory umrze. Jesli poprzednio nie wybrales nikogo, tej nocy wybierz 3 graczy.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal, or points to a player. Chosen players die.",,"3 attacks,Dead"
poisoner,Truciciel,"Kazdej nocy wybierz gracza, ktorego umiejetnosc nie zadziala tej nocy ani jutro za dnia.",The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,Poisoned
politician,Politician,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,Poppy Grower,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,Preacher,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,Profesor,"Raz w trakcie gry, noca*, wybierz martwego gracza. Jesli jest to Mieszczanin, zostaje on wskrzeszony.",,"If the Professor has not used their ability: The Professor either shakes their head 'no', or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,Psychopath,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,Pukka (PL),"Kazdej nocy, wybierz gracza ktory zostanie otruty. Poprzedni otruty gracz umiera, po czym zdrowieje.",The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The poisoned player from last night dies.,,"Dead,Poisoned"
puzzlemaster,Puzzlemaster,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Drunk,Guess used"
ravenkeeper,Hodowca krukow,"Jesli zginiesz noca, budzisz sie i wybierasz gracza - dowiadujesz sie, jaka jest postacia.",,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,Odludek,"Mozesz pokazac sie jako zly i jako slugus lub demon, nawet po smierci.",,,,
revolutionary,Revolutionary,"2 neighboring players are known to be the same alignment. Once per game, one of them registers falsely",,,,Register Falsely?
riot,Riot,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,Mędrzec,"Jeśli zabije Cię demon, dowiadujesz się, że jest to jeden z dwóch graczy.",,"Jeśli demon zabił Mędrca: wskaż dwóch graczy, jeden z nich to ten demon.",,
sailor,Zeglarz,Kazdej nocy wybierz zywego gracza. Ktorys z Was bedzie pijany do zmierzchu. Nie mozesz umrzec.,"The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Drunk
saint,Swiety,"Jesli zginiesz przez egzekucje, Twoja druzyna przegrywa.",,,,
savant,Uczony,"Każdego dnia możesz odwiedzić Bajarza, żeby na osobności dowiedzieć się 2 rzeczy - jedna z nich to prawda, a jedna fałsz.",,,,
scapegoat,Scapegoat,"If a player of your alignment is executed, you might be executed instead.",,,,
scarletwoman,Kochanica diabla,"Jesli przy zyciu pozostaje 5 lub wiecej graczy a demon zginie, zostajesz demonem (podroznicy sie nie licza).",,If the Scarlet Woman became the Demon today: Show the 'YOU ARE' card & then the demon token.,,Demon
