id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
bureaucrat,Bureaucrat,"Bawat gabi, pumili ng tao (hindi sarili): ang boto nila ay mabibilang na 3 boto bukas.",The Bureaucrat points to a player. Put the Bureaucrat's '3 votes' reminder by the chosen player's character token.,The Bureaucrat points to a player. Put the Bureaucrat's '3 votes' reminder by the chosen player's character token.,,3 votes
butcher,Butcher,"Bawat araw, pagkatapos ng unang pagbitay, maaaring kang magnominate ulit.",,,,
butler,Butler,"Bawat gabi, pumili ng tao (hindi sarili): bukas, maaari ka lamang bumoto kung sila ay boboto rin.",The Butler points to a player. Mark that player as 'Master'.,The Butler points to a player. Mark that player as 'Master'.,,Master
cannibal,Cannibal,"Mayroon kang ability base sa pinakabagong binitay. Kapag Masama, ikaw ay malalason hanggang may mabitay na Mabuting tao.",,,,"Died today,Poisoned"
cerenovus,Cerenovus,"Bawat gabi, pumili ng tao at Mabuting karakter: sila ay ""baliw"" na sila ay ang karakter na ito bukas. Kung hindi, sila ay maaaring mabitay.","The Cerenovus points to a player, then to a character on their sheet. Wake that player. Show the 'This character selected you' card, then the Cerenovus token. Show the selected character token. If the player is not mad about being that character tomorrow, they can be executed.","The Cerenovus points to a player, then to a character on their sheet. Wake that player. Show the 'This character selected you' card, then the Cerenovus token. Show the selected character token. If the player is not mad about being that character tomorrow, they can be executed.",,Mad
chambermaid,Chambermaid,"Bawat gabi, pumili ng 2 buhay na tao (hindi sarili): malalaman mo kung ilang ang nagising dahil sa kanilang ability.","The Chambermaid points to two players. Show the number signal (0, 1, 2, …) for how many of those players wake tonight for their ability.","The Chambermaid points to two players. Show the number signal (0, 1, 2, …) for how many of those players wake tonight for their ability.",,
chef,Chef,Magsisimula kang alam mo kung gaano karaming Masamang tao ay magkakadikit.,"Show the finger signal (0, 1, 2, …) for the number of pairs of neighbouring evil players.",,,
choirboy,Choirboy,"If the Demon kills the King, you learn which player is the Demon. [+ the King]",,"If the King was killed by the Demon, wake the Choirboy and point to the Demon player.",,
clockmaker,Clockmaker,You start knowing how many steps from the Demon to its nearest Minion.,"Show the hand signal for the number (1, 2, 3, etc.) of places from Demon to closest Minion.",,,
courtier,Courtier,"Once per game, at night, choose a character: they are drunk for 3 nights & 3 days.","The Courtier either shows a 'no' head signal, or points to a character on the sheet. If the Courtier used their ability: If that character is in play, that player is drunk.","Reduce the remaining number of days the marked player is poisoned. If the Courtier has not yet used their ability: The Courtier either shows a 'no' head signal, or points to a character on the sheet. If the Courtier used their ability: If that character is in play, that player is drunk.",,"Drunk 1,Drunk 2,Drunk 3,No ability"
cultleader,Cult Leader,"Each night, you become the alignment of an alive neighbour. If all good players choose to join your cult, your team wins.","If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.","If the cult leader changed alignment, show them the thumbs up good signal of the thumbs down evil signal accordingly.",,
damsel,Damsel,"All Minions know you are in play. If a Minion publicly guesses you (once), your team loses.","Wake all the Minions, show them the 'This character selected you' card and the Damsel token.","If selected by the Huntsman, wake the Damsel, show 'You are' card and a not-in-play Townsfolk token.",,Guess used
deusexfiasco,Deus ex Fiasco,"Once per game, the Storyteller will make a ""mistake"", correct it and publicly admit to it.",,,,Whoops
deviant,Deviant,"If you were funny today, you cannot die by exile.",,,,
devilsadvocate,Devil's Advocate,"Each night, choose a living player (different to last night): if executed tomorrow, they don't die.",The Devil’s Advocate points to a living player. That player survives execution tomorrow.,"The Devil’s Advocate points to a living player, different from the previous night. That player survives execution tomorrow.",,Survives execution
djinn,Djinn,Use the Djinn's special rule. All players know what it is.,,,,
doomsayer,Doomsayer,"If 4 or more players live, each living player may publicly choose (once per game) that a player of their own alignment dies.",,,,
dreamer,Dreamer,"Each night, choose a player (not yourself or Travellers): you learn 1 good and 1 evil character, 1 of which is correct.",The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,The Dreamer points to a player. Show 1 good and 1 evil character token; one of these is correct.,,
drunk,Drunk,"You do not know you are the Drunk. You think you are a Townsfolk character, but you are not.",,,Drunk,
duchess,Duchess,"Each day, 3 players may choose to visit you. At night*, each visitor learns how many visitors are evil, but 1 gets false info.",,,,"False Info,Visitor"
empath,Empath,"Each night, you learn how many of your 2 alive neighbours are evil.","Show the finger signal (0, 1, 2) for the number of evil alive neighbours of the Empath.","Show the finger signal (0, 1, 2) for the number of evil neighbours.",,
engineer,Engineer,"Once per game, at night, choose which Minions or which Demon is in play.","The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the You are card and the relevant character tokens.","The Engineer shows a 'no' head signal, or points to a Demon or points to the relevant number of Minions. If the Engineer chose characters, replace the Demon or Minions with the choices, then wake the relevant players and show them the 'You are' card and the relevant character tokens.",,No ability
eviltwin,Evil Twin,"You & an opposing player know each other. If the good player is executed, evil wins. Good can't win if you both live.",Wake the Evil Twin and their twin. Confirm that they have acknowledged each other. Point to the Evil Twin. Show their Evil Twin token to the twin player. Point to the twin. Show their character token to the Evil Twin player.,,,Twin
exorcist,Exorcist,"Each night*, choose a player (different to last night): the Demon, if chosen, learns who you are then doesn't wake tonight.",,"The Exorcist points to a player, different from the previous night. If that player is the Demon: Wake the Demon. Show the Exorcist token. Point to the Exorcist. The Demon does not act tonight.",,Chosen
fanggu,Fang Gu,"Each night*, choose a player: they die. The 1st Outsider this kills becomes an evil Fang Gu & you die instead. [+1 Outsider]",,"The Fang Gu points to a player. That player dies. Or, if that player was an Outsider and there are no other Fang Gu in play: The Fang Gu dies instead of the chosen player. The chosen player is now an evil Fang Gu. Wake the new Fang Gu. Show the 'You are' card, then the Fang Gu token. Show the 'You are' card, then the thumb-down 'evil' hand sign.",,"Dead,Once"
farmer,Farmer,"If you die at night, an alive good player becomes a Farmer.",,"If a Farmer died tonight, choose another good player and make them the Farmer. Wake this player, show them the 'You are' card and the Farmer character token.",,
fearmonger,Fearmonger,"Each night, choose a player. If you nominate & execute them, their team loses. All players know if you choose a new player.",The Fearmonger points to a player. Place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.,"The Fearmonger points to a player. If different from the previous night, place the Fear token next to that player and announce that a new player has been selected with the Fearmonger ability.",,Fear
fibbin,Fibbin,"Once per game, 1 good player might get false information.",,,,Used
fiddler,Fiddler,"Once per game, the Demon secretly chooses an opposing player: all players choose which of these 2 players win.",,,,
fisherman,Fisherman,"Once per game, during the day, visit the Storyteller for some advice to help you win.",,,,No ability
flowergirl,Flowergirl,"Each night*, you learn if a Demon voted today.",,"Nod 'yes' or shake head 'no' for whether the Demon voted today. Place the 'Demon not voted' marker (remove 'Demon voted', if any).",,"Demon not voted,Demon voted"
fool,Fool,"The first time you die, you don't.",,,,No ability
fortuneteller,Fortune Teller,"Each night, choose 2 players: you learn if either is a Demon. There is a good player that registers as a Demon to you.","The Fortune Teller points to two players. Give the head signal (nod yes, shake no) for whether one of those players is the Demon.","The Fortune Teller points to two players. Show the head signal (nod 'yes', shake 'no') for whether one of those players is the Demon.",,Red herring
gambler,Gambler,"Each night*, choose a player & guess their character: if you guess wrong, you die.",,"The Gambler points to a player, and a character on their sheet. If incorrect, the Gambler dies.",,Dead
gangster,Gangster,"Once per day, you may choose to kill an alive neighbour, if your other alive neighbour agrees.",,,,
general,General,"Each night, you learn which alignment the Storyteller believes is winning: good, evil, or neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.","Show the General thumbs up for good winning, thumbs down for evil winning or thumb to the side for neither.",,
goblin,Goblin,"If you publicly claim to be the Goblin when nominated & are executed that day, your team wins.",,,,Claimed
godfather,Godfather,"You start knowing which Outsiders are in play. If 1 died today, choose a player tonight: they die. [−1 or +1 Outsider]",Show each of the Outsider tokens in play.,If an Outsider died today: The Godfather points to a player. That player dies.,,"Dead,Died today"
golem,Golem,"You may only nominate once per game. When you do, if the nominee is not the Demon, they die.",,,,Can not nominate
goon,Goon,"Each night, the 1st player to choose you with their ability is drunk until dusk. You become their alignment.",,,,Drunk
gossip,Gossip,"Each day, you may make a public statement. Tonight, if it was true, a player dies.",,If the Gossip’s public statement was true: Choose a player not protected from dying tonight. That player dies.,,Dead
grandmother,Grandmother,"You start knowing a good player & their character. If the Demon kills them, you die too.",Show the marked character token. Point to the marked player.,If the Grandmother’s grandchild was killed by the Demon tonight: The Grandmother dies.,,Grandchild
gunslinger,Gunslinger,"Each day, after the 1st vote has been tallied, you may choose a player that voted: they die.",,,,
harlot,Harlot,"Each night*, choose a living player: if they agree, you learn their character, but you both might die.",,"The Harlot points at any player. Then, put the Harlot to sleep. Wake the chosen player, show them the 'This character selected you' token, then the Harlot token. That player either nods their head yes or shakes their head no. If they nodded their head yes, wake the Harlot and show them the chosen player's character token. Then, you may decide that both players die.",,Dead
hellslibrarian,Hell's Librarian,Something bad might happen to whoever talks when the Storyteller has asked for silence.,,,,Something Bad
heretic,Heretic,Kung sinuman ang mananalo ay matatalo at kung sinuman ang matatalo ay mananalo. Kahit ikaw ay patay.,,,,
huntsman,Huntsman,"Once per game, at night, choose a living player: the Damsel, if chosen, becomes a not-in-play Townsfolk. [+the Damsel]","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.","The Huntsman shakes their head 'no' or points to a player. If they point to the Damsel, wake that player, show the 'You are' card and a not-in-play character token.",,No ability
imp,Imp,"Bawat gabi*, pumili ng tao: mamamatay sila. Kapag pinatay mo ang sarili mo sa paraang ito, isang Minion ay magiging Imp.",,"The Imp points to a player. That player dies. If the Imp chose themselves: Replace the character of 1 alive minion with a spare Imp token. Show the 'You are' card, then the Imp token.",,Dead
innkeeper,Innkeeper,"Each night*, choose 2 players: they can't die tonight, but 1 is drunk until dusk.",,The previously protected and drunk players lose those markers. The Innkeeper points to two players. Those players are protected. One is drunk.,,"Drunk,Protected"
investigator,Investigator,You start knowing that 1 of 2 players is a particular Minion.,"Show the character token of a Minion in play. Point to two players, one of which is that character.",,,"Minion,Wrong"
judge,Judge,"Once per game, if another player nominated, you may choose to force the current execution to pass or fail.",,,,No ability
juggler,Juggler,"On your 1st day, publicly guess up to 5 players' characters. That night, you learn how many you got correct.",,"If today was the Juggler’s first day: Show the hand signal for the number (0, 1, 2, etc.) of 'Correct' markers. Remove markers.",,Correct
king,King,"Each night, if the dead outnumber the living, you learn 1 alive character. The Demon knows who you are.","Wake the Demon, show them the 'This character selected you' card, show the King token and point to the King player.","If there are more dead than living, show the King a character token of a living player.",,
klutz,Klutz,"When you learn that you died, publicly choose 1 alive player: if they are evil, your team loses.",,,,
legion,Legion,"Each night*, a player might die. Executions fail if only evil voted. You register as a Minion too. [Most players are Legion]",,"Choose a player, that player dies.",,"About to die,Dead"
leviathan,Leviathan,"If more than 1 good player is executed, you win. All players know you are in play. After day 5, evil wins.",Place the Leviathan 'Day 1' marker. Announce 'The Leviathan is in play; this is Day 1.',Change the Leviathan Day reminder for the next day.,,"Day 1,Day 2,Day 3,Day 4,Day 5,Good player executed"
librarian,Librarian,You start knowing that 1 of 2 players is a particular Outsider. (Or that zero are in play.),"Show the character token of an Outsider in play. Point to two players, one of which is that character.",,,"Outsider,Wrong"
lilmonsta,Lil' Monsta,"Each night, Minions choose who babysits Lil' Monsta's token & ""is the Demon"". A player dies each night*. [+1 Minion]","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta.","Wake all Minions together, allow them to vote by pointing at who they want to babysit Lil' Monsta. Choose a player, that player dies.","Dead,Is the Demon",
lleech,Lleech,"Each night*, choose a player: they die. You start by choosing an alive player: they are poisoned - you die if & only if they die.",The Lleech points to a player. Place the Poisoned reminder token.,The Lleech points to a player. That player dies.,,"Dead,Poisoned"
lunatic,Lunatic,"You think you are a Demon, but you are not. The Demon knows who you are & who you choose at night.","If 7 or more players: Show the Lunatic a number of arbitrary 'Minions', players equal to the number of Minions in play. Show 3 character tokens of arbitrary good characters. If the token received by the Lunatic is a Demon that would wake tonight: Allow the Lunatic to do the Demon actions. Place their 'attack' markers. Wake the Demon. Show the Demon’s real character token. Show them the Lunatic player. If the Lunatic attacked players: Show the real demon each marked player. Remove any Lunatic 'attack' markers.","Allow the Lunatic to do the actions of the Demon. Place their 'attack' markers. If the Lunatic selected players: Wake the Demon. Show the 'attack' marker, then point to each marked player. Remove any Lunatic 'attack' markers.",,"Attack 1,Attack 2,Attack 3"
lycanthrope,Lycanthrope,"Each night*, choose a living player: if good, they die, but they are the only player that can die tonight.",,"The Lycanthrope points to a living player: if good, they die and no one else can die tonight.",,Dead
magician,Magician,The Demon thinks you are a Minion. Minions think you are a Demon.,,,,
marionette,Marionette,You think you are a good character but you are not. The Demon knows who you are. [You neighbour the Demon],Select one of the good players next to the Demon and place the Is the Marionette reminder token. Wake the Demon and show them the Marionette.,,Is the Marionette,
mastermind,Mastermind,"If the Demon dies by execution (ending the game), play for 1 more day. If a player is then executed, their team loses.",,,,
mathematician,Mathematician,"Each night, you learn how many players’ abilities worked abnormally (since dawn) due to another character's ability.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.","Show the hand signal for the number (0, 1, 2, etc.) of players whose ability malfunctioned due to other abilities.",,Abnormal
matron,Matron,"Each day, you may choose up to 3 sets of 2 players to swap seats. Players may not leave their seats to talk in private.",,,,
mayor,Mayor,"If only 3 players live & no execution occurs, your team wins. If you die at night, another player might die instead.",,,,
mezepheles,Mezepheles,You start knowing a secret word. The 1st good player to say this word becomes evil that night.,Show the Mezepheles their secret word.,Wake the 1st good player that said the Mezepheles' secret word and show them the 'You are' card and the thumbs down evil signal.,,"No ability,Turns evil"
minstrel,Minstrel,"When a Minion dies by execution, all other players (except Travellers) are drunk until dusk tomorrow.",,,,Everyone drunk
monk,Monk,"Each night*, choose a player (not yourself): they are safe from the Demon tonight.",,The previously protected player is no longer protected. The Monk points to a player not themself. Mark that player 'Protected'.,,Protected
moonchild,Moonchild,"When you learn that you died, publicly choose 1 alive player. Tonight, if it was a good player, they die.",,"If the Moonchild used their ability to target a player today: If that player is good, they die.",,Dead
mutant,Mutant,"If you are “mad” about being an Outsider, you might be executed.",,,,
nightwatchman,Nightwatchman,"Once per game, at night, choose a player: they learn who you are.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.","The Nightwatchman may point to a player. Wake that player, show the 'This character selected you' card and the Nightwatchman token, then point to the Nightwatchman player.",,No ability
noble,Noble,"You start knowing 3 players, 1 and only 1 of which is evil.","Point to 3 players including one evil player, in no particular order.",,,Seen
nodashii,No Dashii,"Each night*, choose a player: they die. Your 2 Townsfolk neighbours are poisoned.",,The No Dashii points to a player. That player dies.,,"Dead,Poisoned"
oracle,Oracle,"Each night*, you learn how many dead players are evil.",,"Show the hand signal for the number (0, 1, 2, etc.) of dead evil players.",,
pacifist,Pacifist,Executed good players might not die.,,,,
philosopher,Philosopher,"Once per game, at night, choose a good character: gain that ability. If this character is in play, they are drunk.","The Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","If the Philosopher has not used their ability: the Philosopher either shows a 'no' head signal, or points to a good character on their sheet. If they chose a character: Swap the out-of-play character token with the Philosopher token. Or, if the character is in play, place the drunk marker by that player and the Not the Philosopher token by the Philosopher.","Drunk,Is the Philosopher",
pithag,Pit-Hag,"Each night*, choose a player & a character they become (if not-in-play). If a Demon is made, deaths tonight are arbitrary.",,"The Pit-Hag points to a player and a character on the sheet. If this character is not in play, wake that player and show them the 'You are' card and the relevant character token. If the character is in play, nothing happens.",,
pixie,Pixie,"You start knowing 1 in-play Townsfolk. If you were mad that you were this character, you gain their ability when they die.",Show the Pixie 1 in-play Townsfolk character token.,,,"Has ability,Mad"
po,Po,"Each night*, you may choose a player: they die. If your last choice was no-one, choose 3 players tonight.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"3 attacks,Dead"
poisoner,Poisoner,"Each night, choose a player: they are poisoned tonight and tomorrow day.",The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,Poisoned
politician,Politician,"If you were the player most responsible for your team losing, you change alignment & win, even if dead.",,,,
poppygrower,Poppy Grower,"Minions & Demons do not know each other. If you die, they learn who each other are that night.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,Preacher,"Each night, choose a player: a Minion, if chosen, learns this. All chosen Minions have no ability.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,Professor,"Once per game, at night*, choose a dead player: if they are a Townsfolk, they are resurrected.",,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,Psychopath,"Each day, before nominations, you may publicly choose a player: they die. If executed, you only die if you lose roshambo.",,,,
pukka,Pukka,"Each night, choose a player: they are poisoned. The previously poisoned player dies then becomes healthy.",The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Dead,Poisoned"
puzzlemaster,Puzzlemaster,"1 player is drunk, even if you die. If you guess (once) who it is, learn the Demon player, but guess wrong & get false info.",,,,"Drunk,Guess used"
ravenkeeper,Ravenkeeper,"If you die at night, you are woken to choose a player: you learn their character.",,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,Recluse,"You might register as evil & as a Minion or Demon, even if dead.",,,,
revolutionary,Revolutionary,"2 neighboring players are known to be the same alignment. Once per game, one of them registers falsely",,,,Register Falsely?
riot,Riot,"Nominees die, but may nominate again immediately (on day 3, they must). After day 3, evil wins. [All Minions are Riot]",,,,
sage,Sage,"If the Demon kills you, you learn that it is 1 of 2 players.",,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,Sailor,"Each night, choose an alive player: either you or they are drunk until dusk. You can't die.","The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Drunk
saint,Saint,"If you die by execution, your team loses.",,,,
savant,Savant,"Each day, you may visit the Storyteller to learn 2 things in private: 1 is true & 1 is false.",,,,
scapegoat,Scapegoat,"If a player of your alignment is executed, you might be executed instead.",,,,
scarletwoman,Scarlet Woman,"If there are 5 or more players alive & the Demon dies, you become the Demon. (Travellers don’t count)",,"If the Scarlet Woman became the Demon today: Show the 'You are' card, then the demon token.",,Demon
seamstress,Seamstress,"Once per game, at night, choose 2 players (not yourself): you learn if they are the same alignment.","The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,No ability
sentinel,Sentinel,There might be 1 extra or 1 fewer Outsider in-play.,,,,
shabaloth,Shabaloth,"Each night*, choose 2 players: they die. A dead player you chose last night might be regurgitated.",,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Alive,Dead"
slayer,Slayer,"Once per game, during the day, publicly choose a player: if they are the Demon, they die.",,,,No ability
snakecharmer,Snake Charmer,"Each night, choose an alive player: a chosen Demon swaps characters & alignments with you & is then poisoned.",The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,Poisoned
snitch,Snitch,Minions start knowing 3 not-in-play characters.,After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,Soldier,You are safe from the Demon.,,,,
spiritofivory,Spirit Of Ivory,There can't be more than 1 extra evil player.,,,,No extra evil
spy,Spy,"Each night, you see the Grimoire. You might register as good & as a Townsfolk or Outsider, even if dead.",Show the Grimoire to the Spy for as long as they need.,Show the Grimoire to the Spy for as long as they need.,,
stormcatcher,Storm Catcher,"Name a good character. If in play, they can only die by execution, but evil players learn which player it is.",,,,Safe
sweetheart,Sweetheart,"When you die, 1 player is drunk from now on.",,Choose a player that is drunk.,,Drunk
tealady,Tea Lady,"If both your alive neighbours are good, they can't die.",,,,Can not die
thief,Thief,"Each night, choose a player (not yourself): their vote counts negatively tomorrow.",The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,,Negative vote
tinker,Tinker,You might die at any time.,,The Tinker might die.,,Dead
towncrier,Town Crier,"Each night*, you learn if a Minion nominated today.",,"Nod 'yes' or shake head 'no' for whether a Minion nominated today. Place the 'Minion not nominated' marker (remove 'Minion nominated', if any).",,"Minion nominated,Minions not nominated"
toymaker,Toymaker,The Demon may choose not to attack & must do this at least once per game. Evil players get normal starting info.,,,,No Attack
undertaker,Undertaker,"Each night*, you learn which character died by execution today.",,If a player was executed today: Show that player’s character token.,,Executed
vigormortis,Vigormortis,"Each night*, choose a player: they die. Minions you kill keep their ability & poison 1 Townsfolk neighbour. [−1 Outsider]",,"The Vigormortis points to a player. That player dies. If a Minion, they keep their ability and one of their Townsfolk neighbours is poisoned.",,"Dead,Has ability,Poisoned"
virgin,Virgin,"The 1st time you are nominated, if the nominator is a Townsfolk, they are executed immediately.",,,,No ability
vortox,Vortox,"Each night*, choose a player: they die. Townsfolk abilities yield false info. Each day, if no-one is executed, evil wins.",,The Vortox points to a player. That player dies.,,Dead
voudon,Voudon,Only you and the dead can vote. They don't need a vote token to do so. A 50% majority is not required.,,,,
washerwoman,Washerwoman,You start knowing that 1 of 2 players is a particular Townsfolk.,"Show the character token of a Townsfolk in play. Point to two players, one of which is that character.",,,"Townsfolk,Wrong"
widow,Widow,"On your 1st night, look at the Grimoire and choose a player: they are poisoned. 1 good player knows a Widow is in play.","Show the Grimoire to the Widow for as long as they need. The Widow points to a player. That player is poisoned. Wake a good player. Show the 'These characters are in play' card, then the Widow character token.",,Knows,Poisoned
witch,Witch,"Each night, choose a player: if they nominate tomorrow, they die. If just 3 players live, you lose this ability.",The Witch points to a player. If that player nominates tomorrow they die immediately.,If there are 4 or more players alive: The Witch points to a player. If that player nominates tomorrow they die immediately.,,Cursed
zombuul,Zombuul,"Each night*, if no-one died today, choose a player: they die. The 1st time you die, you live but register as dead.",,If no-one died during the day: The Zombuul points to a player. That player dies.,,"Dead,Died today"
