id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
barber,Barbier,"Si vous mourez aujourd’hui ou cette nuit, le Démon peut choisir deux joueurs (pas un autre Démon) pour échanger leurs rôles entre eux cette nuit, sans pour autant changer leur alignement.",,"S’il est mort aujourd'hui réveillez le Démon. Montrez la carte verte « Ce rôle vous a sélectionné » et le jeton Barbier. Le Démon indique « non » ou pointe 2 joueurs. S'il choisit deux joueurs: Échangez leurs jetons rôle. Réveillez chaque joueur, montrez la carte violette « Vous êtes » et leur nouveau jeton de rôle.",,Échange
barista,Barista,"Chaque nuit et jusqu'au crépuscule suivant, un autre joueur apprend que : 1- Il est Sobre, en Santé et reçoit de vraies informations ou 2- sa capacité fonctionne deux fois.","Placez le jeton « Sobre et sain » ou « Capacité 2x » sous n'importe quel joueur. Réveillez ce joueur et montrez-lui la carte « Ce joueur vous a sélectionné » et le jeton Barista, puis un pouce (sobre et en bonne santé) ou deux doigts (il agira deux fois).","Placez le jeton « Sobre et sain » ou « Capacité 2x » sous n'importe quel joueur. Réveillez ce joueur et montrez-lui la carte « Ce joueur vous a sélectionné » et le jeton Barista, puis un pouce (sobre et en bonne santé) ou deux doigts (il agira deux fois).",,"Capacité 2x,Sobre et sain"
baron,Baron,Il y a des Étrangers supplémentaires en jeu [+2 Étrangers].,,,,
beggar,Mendiant,"Vous ne ne pouvez voter que si vous disposez d'un jeton de vote. Pendant la journée, un joueur mort peut vous donner son jeton. Si cela se produit, vous apprenez son alignement. Vous êtes sobre",,,,
bishop,Archevêque,Seul le conteur peut nommer. Un joueur d'alignement opposé à l’Archevêque devra être nominé chaque jour.,,,,"Nommée Bon,Nommée Maléfique"
bonecollector,Collecteur d'os,"Une fois par partie, au crépuscule, choisissez un joueur mort: il retrouvera ses capacités jusqu'au crépuscule suivant.",,Il secoue la tête ou désigne un joueur mort. Ce joueur retrouve ses capacités jusqu'au crépuscule.,,"Capacité active,Inactif"
boomdandy,Boomdandy,"Si vous êtes exécuté, tous les joueurs sauf 3 meurent. 1 minute plus tard, le joueur désigné par le plus grand nombre de joueurs meurt.",,,,
bountyhunter,Chasseur de primes,"La première nuit, le Conteur vous désigne 1 joueur maléfique (votre cible). Si ce joueur meurt, cette nuit le Conteur vous désigne 1 nouveau joueur maléfique (nouvelle cible) [1 Villageois est maléfique].",Le Conteur choisi un joueur maléfique vivant et lui assigne le jeton « Cible ». Réveiller le Chasseur de primes et pointez lui la « Cible ».,Si la « Cible » est morte depuis la nuit précédente: Le Conteur choisi un nouveau joueur maléfique vivant et lui assigne le jeton « Cible ». Réveiller le Chasseur de primes et pointez lui la nouvelle « Cible ».,,Cible
buddhist,Bouddhiste,"Pendant les 2 premières minutes de chaque journée, les joueurs vétérans ne peuvent pas parler.",,,,
bureaucrat,Bureaucrate,"Chaque nuit, choisissez un autre joueur: son vote comptera pour 3 votes le jour suivant.",Choisit un autre joueur (lui assigner le jeton « Vote 3x ») qui aura trois votes le jour suivant.,Choisit un autre joueur (lui assigner le jeton « Vote 3x ») qui aura trois votes le jour suivant.,,Vote x3
butcher,Boucher,"Chaque jour, après la 1ère exécution, vous pouvez faire une nouvelle nomination.",,,,
butler,Majordome,"Chaque nuit, choisissez un autre joueur qui devient votre maître. Demain, vous ne pourrez voter que lorsque votre maître votera.",Choisit un joueur qui sera son prochain maître.,Choisit un joueur qui sera son prochain maître.,,Maitre
cannibal,Cannibale,"Chaque nuit*, vous gagnez la capacité du dernier rôle exécuté mort. S'il était maléfique, vous gagnez une capacité au choix du conteur et êtes empoisonné jusqu'à l'exécution d'un joueur bon",,"Si nécessaire, réveiller ce joueur cette nuit selon sa capacité.",,"Dernier Exécuté,Empoisonné"
cerenovus,Manipulateur,"Chaque nuit, choisissez un joueur et un rôle « bon » de la partie : il est Dément d’être publiquement ce rôle le jour suivant ou pourrait être exécuté.","Il pointe un joueur et un rôle sur sa feuille. Ce joueur devient Dément et est obligé d’être ce rôle le jour suivant. Réveillez ce joueur. Montrez la carte verte « Ce rôle vous a sélectionné », puis le jeton Manipulateur. Montrez le jeton Dément, puis le jeton de rôle.","Il pointe un joueur et un rôle sur sa feuille. Ce joueur devient Dément et est obligé d’être ce rôle le jour suivant. Réveillez ce joueur. Montrez la carte verte « Ce rôle vous a sélectionné », puis le jeton Manipulateur. Montrez le jeton Dément, puis le jeton de rôle.",,Dément
chambermaid,Femme de chambre,"Chaque nuit, choisissez 2 autres joueurs vivants : vous apprenez combien d’entre eux se sont réveillés en raison de leur capacité cette nuit.",Elle pointe 2 autres joueurs vivants: indiquer combien d’entre eux se sont réveillés en raison de leur capacité cette nuit.,Elle pointe 2 autres joueurs vivants: indiquer combien d’entre eux se sont réveillés en raison de leur capacité cette nuit.,,
chef,Cuistot,"Votre première nuit, le Conteur vous indique combien il y a de joueurs maléfiques assis côte à côte dans la partie.",Donner le nombre de paires de joueurs maléfiques assis côte à côte. Forte suggestion : inclure le Reclus et exclure l'Espion.,,,
choirboy,Enfant de Chœur,"Si le Roi est assassiné par le Démon, vous apprenez qui est le Démon [+Roi].",,Réveiller le si le Roi a été assassiné par le Démon et lui pointer le Démon.,,
clockmaker,Horloger,"La première nuit, le Conteur vous indique à quelle distance (en nombre de places, minimum 1) se trouve le Sbire le plus près du Démon.","Indiquer à quelle distance (nombre de places, minimum une) se trouve le Sbire le plus près du Démon.",,,
courtier,Courtisane,"Une fois par partie, pendant la nuit, choisissez un autre rôle. S’il est en jeu, il sera ivre pour trois nuits et trois jours.","La Courtisanne décide si elle utilise sa capacité. Une fois par partie, elle choisit un rôle, il sera ivre pour trois nuits et trois jours.","Réduisez le nombre de jours restants pendant lesquels le joueur marqué est ivre. Si la Courtisanne n'a pas encore utilisé sa capacité elle décide si elle l'utilise. Une fois par partie, elle choisit un rôle, il sera ivre pour 3 nuits et 3 jours.",,"Inactif,Ivre J1,Ivre J2,Ivre J3"
cultleader,Chef de secte,"Chaque nuit, prenez l'alignement d'un voisin vivant: si tous les « bons » joueurs choisissent de rejoindre votre culte, votre équipe gagne.","Le Conteur choisi : l'alignement du Chef de culte basé sur un de ces voisin vivant. Si son alignement change : Réveiller-le et montrez-lui la carte violette « Vous êtes », puis le signal de la main (pouce en haut ou pouce en bas).","Le Conteur choisi : l'alignement du Chef de culte basé sur un de ces voisin vivant. Si son alignement change : Réveiller-le et montrez-lui la carte violette « Vous êtes », puis le signal de la main (pouce en haut ou pouce en bas).",,
damsel,Demoiselle,"Tous les Sbires savent qu'une Demoiselle est dans la partie. Si un Sbire vous désigne publiquement comme la Demoiselle (usage unique), alors votre camp perd la partie.",Réveillez tous les Sbires et montrez leur la carte 'Ce personnage est en jeu' ainsi que le jeton de la Demoiselle.,"Si elle a été désignée par le Chasseur, réveillez la Demoiselle et montrez lui la carte 'Vous êtes désormais' ainsi que le jeton d'un rôle de Villageois qui n'est pas déjà en jeu.",,Guess used
deusexfiasco,Deus ex Fiasco,"Une fois par partie, le Conteur va faire une ""erreur"", la corriger, et l'admettre publiquement.",,,,Oups
deviant,Déviant,"Si vous étiez drôle aujourd'hui, vous pourriez ne pas être exilé.",,,,
devilsadvocate,Avocat du diable,"Chaque nuit, choisissez un joueur vivant (différent de la nuit précédente ni le Zombuul mort): s'il est exécuté demain, il ne mourra pas.",Il pointe vers un joueur vivant. Ce joueur survivra à l'exécution demain.,Il pointe vers un joueur vivant différent de la nuit précédente. Ce joueur survivra à l'exécution demain.,,Survit à l'exécution
djinn,Djinn,Utilisez la règle spéciale du Djinn. Tous les joueurs savent ce que c'est.,,,,
doomsayer,Prêcheur de l'Apocalypse,"Si 4 joueurs ou plus sont en vie, chaque joueur vivant peut décider publiquement (une fois par partie) qu'un joueur de son propre alignement meurt.",,,,
dreamer,Rêveur,"Chaque nuit, choisissez un autre joueur (pas un Voyageur), vous apprendrez son rôle et un rôle d'alignement opposé.","Il pointe vers un joueur. Montrez deux jetons de rôle, l'un est le rôle de ce joueur, l'autre est d'alignement opposé.","Il pointe vers un joueur. Montrez deux jetons de rôle, l'un est le rôle de ce joueur, l'autre est d'alignement opposé.",,
drunk,Soulard,"Vous ne savez pas que vous êtes soulard. Vous pensez que vous êtes un Villageois, mais vous ne l’êtes pas.",,,Soulard,
duchess,Duchesse,"Chaque jour, 3 joueurs peuvent choisir de vous rendre visite. La nuit*, chaque visiteur apprend combien de visiteurs sont mauvais, mais 1 reçoit de fausses informations.",,,,"False Info,Visitor"
empath,Empathique,"Chaque nuit, vous apprenez combien de vos voisins survivants sont maléfiques.",Montrer le nombre de ses voisins vivants et maléfique. Forte suggestion : inclure le Reclus et exclure l'Espion.,Montrer le nombre de ses voisins vivants et maléfique. Forte suggestion : inclure le Reclus et exclure l'Espion.,,
engineer,Ingénieur,"Une fois par partie, pendant la nuit, choisissez quels Sbires ou quel Démon sont en jeu.","L'Ingénieur secoue la tête «Non» OU pointe vers un Démon OU pointe vers le nombre de Sbire approprié. Si l'Ingénieur a choisi des personnages, remplacez le Démon ou les Sbires avec ses choix, puis réveillez les joueurs concernés et montrez-leur la carte «Vous êtes» et les jetons de personnages correspondants.","L'Ingénieur secoue la tête «Non» OU pointe vers un Démon OU pointe vers le nombre de Sbire approprié. Si l'Ingénieur a choisi des personnages, remplacez le Démon ou les Sbires avec ses choix, puis réveillez les joueurs concernés et montrez-leur la carte «Vous êtes» et les jetons de personnages correspondants.",,Utilisé
eviltwin,Jumeau Maléfique,"Vous et un joueur bon (votre jumeau) vous vous connaissez. Si votre jumeau est exécuté, le mal gagne. Les bons ne peuvent pas gagner si vous êtes les deux en vie (même si le Démon est mort).",Réveillez le Jumeau Maléfique et son jumeau. Confirmez qu'ils se sont reconnus. Pointez le Jumeau Maléfique et montrez son jeton rôle au joueur jumeau. Pointer le jumeau et montrez son jeton rôle au joueur Jumeau Maléfique.,,,Jumeau
exorcist,Exorciste,"Chaque nuit*, choisissez un joueur (différent de la nuit précédente), si c’est un Démon, il n’agira pas cette nuit et il saura qui vous êtes.",,"Choisit un joueur, si c’est le Démon, celui-ci n’agira pas cette nuit. Réveiller le Démon, montrez-lui la carte verte « Ce rôle vous a sélectionné », puis le jeton de rôle Exorciste et pointer le joueur.",,Sélectionné
fanggu,Fang Gu,"Chaque nuit*, choisissez un joueur: il meurt. Le 1er Étranger choisi vous tue à la place, et devient le 2e Fang Gu en jeu [+1 Étranger].",,"Pointe un joueur, qui meurt, sauf s’il est le premier Étranger choisi. Dans ce cas, tuez le Démon (sans lui indiquer). Réveillez ce premier Étranger, montrez-lui la carte violette « Vous êtes » et le jeton du Démon. Indiquez-lui son nouvel alignement maléfique, par un pouce pointé vers le bas.",,"Assassiné,Transféré"
farmer,Fermier,"Si vous mourrez de nuit, un autre joueur bon et vivant devient le Fermier.",,"Si le Fermier est mort cette nuit, choisissez un autre joueur bon. Réveillez ce joueur et montrer lui la carte 'Vous êtes désormais' ainsi que le jeton du Fermier.",,
fearmonger,Prophète de l'Effroi,"Chaque nuit, choisissez un joueur : si vous le nommez et qu'il est exécuté, son équipe perd. Tous les joueurs sont avertis lorsque vous choisissez un nouveau joueur.",Le prophète désigne un joueur. Placez le jeton «Cible» à côté de ce joueur et annoncez qu'un nouveau joueur a été sélectionné par le pouvoir du Prophète de l'Effroi.,Le Prophète désigne un joueur. Placez le jeton «Cible» à côté de ce joueur et annoncez qu'un nouveau joueur a été sélectionné par le pouvoir du Prophète de l'Effroi.,,Cible
fibbin,Baratineur,"Une fois par partie, 1 bon joueur peut obtenir de fausses informations.",,,,Used
fiddler,Violoneux,"Une fois par partie, le Démon choisit secrètement un joueur adverse : tous les joueurs choisissent lequel de ces 2 joueurs gagne.",,,,
fisherman,Pêcheur,"Une fois par partie, pendant la journée, visitez le Conteur pour obtenir des conseils pour vous aider à gagner.",,,,Inactif
flowergirl,Fleuriste,"Chaque nuit*, vous apprenez si le démon a voté.",Placez le jeton “Aucun vote”.,"Indiquer d'un signal de tête (hocher oui, secouer non) pour indiquer si le Démon a voté aujourd'hui. Remplacer le jeton “Vote” par le “Aucun vote” (le cas échéant).",,"Aucun Vote,Démon Vote"
fool,Fou,"La première fois que vous mourrez, vous restez en vie.",,,,Inactif
fortuneteller,Voyante,"Chaque nuit, choisissez 2 joueurs : vous apprenez si l’un d’eux est un Démon. Un des joueurs « Bon » est votre faux positif.","Elle pointe deux joueurs. Si l'un d’eux est un Démon ou son faux positif, hocher la tête, sinon, secouez la tête.","Elle pointe deux joueurs. Si l'un d’eux est un Démon ou son faux positif, hocher la tête, sinon, secouez la tête.",,Faux positif
gambler,Parieur,"Chaque nuit*, choisissez un joueur et tentez de deviner son rôle, si vous faites erreur, vous mourrez.",,"Choisit un joueur et tente de deviner son rôle puis s’endors. S’il fait erreur, il meurt, ajouter le jeton Mort.",,Mort
gangster,Gangster,"Une fois par jour, vous pouvez assassiner un de vos deux voisins vivants, mais uniquement si l'autre est d'accord.",,,,
general,Général,"Chaque nuit, vous apprenez quelle équipe est en train de gagner selon le Conteur : bon, maléfique ou ni l'un ni l'autre.","Montrez d'un signe de la main (pouce vers le haut « bon », pouce vers le bas « maléfique », pouce sur le côté « ne sais pas ») pour l'alignement qui, selon vous, est gagnant.","Montrez d'un signe de la main (pouce vers le haut « bon », pouce vers le bas « maléfique », pouce sur le côté « ne sais pas ») pour l'alignement qui, selon vous, est gagnant.",,
goblin,Gobelin,"Une fois nommé, vous pouvez prétendre publiquement être le Gobelin : si vous êtes exécuté malgré tout, votre équipe gagne.",,,,Prétendu
godfather,Parrain,"Vous commencez en sachant quels Étrangers sont en jeu. Si l’un d’entre eux est exécuté aujourd'hui, vous assassinez un joueur de votre choix cette nuit [+1 / -1 Étranger].",Indiquer les rôle d'Étrangers sont en jeu [+/-1 Étrangers].,"Si un Étranger a été exécuté aujourd'hui, le Parrain choisit un joueur qui meurt.",,"Mort,Mort Aujourd'hui"
golem,Golem,"Vous ne pouvez nommer qu'une fois par partie. Lorsque vous le faites, si le nominé n'est pas le Démon, il meurt.",,,,Nomination impossible
goon,Brute,La capacité du 1er rôle qui vous vise chaque nuit ne fonctionne pas. Celui-ci devient ivre jusqu’au crépuscule et vous changez pour son alignement.,"Le premier joueur qui a utilisé sa capacité sur la Brute ne fonctionne pas, ajouter le jeton ivre à ce joueur. Il change d’alignement pour ce joueur. Si c’est le cas: Le réveiller et montrez-lui la carte violette « Vous êtes », puis un signal de la main (pouce vers le haut « bon », pouce vers le bas maléfique) pour son nouvel alignement.","Le premier joueur qui a utilisé sa capacité sur la Brute ne fonctionne pas, ajouter le jeton ivre à ce joueur. Il change d’alignement pour ce joueur. Si c’est le cas: Le réveiller et montrez-lui la carte violette « Vous êtes », puis un signal de la main (pouce vers le haut « bon », pouce vers le bas maléfique) pour son nouvel alignement.",,Ivre
gossip,Commère,"Chaque jour, vous pouvez faire publiquement une déclaration de votre choix. Si elle est vraie, un joueur mourra cette nuit.",,"Si la déclaration était vraie, n’importe lequel des joueurs (non protégé) meurt cette nuit, souvent la Commère est la victime.",,Mort
grandmother,Mamie,"La première nuit, le Conteur vous indique votre descendance et son rôle « bon ». Si elle est tuée par le Démon, vous mourrez également.",Pointer sa descendance et montrer le rôle de celui-ci.,Si sa descendance a été tué par le démon cette nuit: La Mamie meurt.,,Descendance
gunslinger,Vengeur,"Chaque jour, après le décompte de la première nomination, vous pouvez choisir un joueur qui a voté: il meurt.",,,,
harlot,Fille de joie,"Chaque nuit, choisissez un joueur vivant: s’il est d’accord, vous apprendrez son rôle, mais vous risquez de mourir tous les deux.",,"Elle pointe un joueur et s'endort. Réveillez ce joueur, montrez-lui la carte verte « Ce rôle vous a sélectionné » et le jeton Fille de joie. Ce joueur hoche ou secoue la tête. S'ils hochent, réveillez la Fille de joie et montrez-lui le jeton du joueur. Décidez si les 2 joueurs meurent.",,Mort
hellslibrarian,Bibliothécaire de l'enfer,Quelque chose de grave peut arriver au joueur qui parle lorsque le conteur a demandé le silence.,,,,Something Bad
heretic,Hérétique,"Ceux qui perdent, gagnent et vice versa, même si vous êtes mort.",,,,
huntsman,Chasseur,"Une fois par partie, pendant la nuit, choisissez un joueur vivant. Si la Demoiselle est choisie, son rôle est remplacé par un autre qui n'est pas déjà en jeu. [+ Demoiselle]","Le chasseur fait signe 'non' de la tête ou choisit un joueur. S'il choisit la Demoiselle, réveiller ce joueur et montrer la carte 'Vous êtes désormais' ainsi qu'un rôle qui n'est pas déjà en jeu.","Le chasseur fait signe 'non' de la tête ou choisit un joueur. S'il choisit la Demoiselle, réveiller ce joueur et montrer la carte 'Vous êtes désormais' ainsi qu'un rôle qui n'est pas déjà en jeu.",,Inactif
imp,Imp,"Chaque nuit*, choisissez un joueur : il meurt. Si vous vous choisissez, vous mourez et un Sbire vivant devient l’Imp.",,"Choisit un joueur qui est aussitôt assassiné. S’il se choisit, réveiller un Sbire vivant qui devient le nouveau Démon.",,Assassiné
innkeeper,Aubergiste,"Chaque nuit*, choisissez 2 joueurs: ils ne peuvent pas mourir cette nuit, mais l’un d’entre eux est ivre jusqu’au crépuscule.",,"Désigne 2 joueurs. Ceux-ci sont protégés cette nuit, mais l'un d’eux est ivre jusqu’au crépuscule.",,"Ivre,Protégé Nuit"
investigator,Enquêteur,"Votre première nuit, le Conteur vous désigne 2 joueurs. Il vous donne ensuite le rôle de Sbire de l’un des deux.",Désigner 2 joueurs et présenter le jeton rôle Sbire de l'un d'eux.,,,"Autre,Sbire"
judge,Magistrat,"Une fois par partie, si un joueur est nommé, vous pouvez choisir de forcer ou d’annuler l'exécution.",,,,Inactif
juggler,Jongleur,"Votre première journée, devinez publiquement jusqu'à 5 combinaisons joueur-rôle. La nuit suivante, vous apprendrez combien étaient correctes.",,La première journée du Jongleur : Indiquer le nombre combinaison joueur- rôles réussi. Retirez les jetons.,,Correct
king,Roi,"Chaque nuit, si les morts sont plus nombreux que les vivants, le Conteur vous désigne un rôle d’un joueur vivant. Le Démon sait qui vous êtes.","Réveillez le Démon, montrez-lui la carte verte « Ce rôle vous a sélectionné », montrez le jeton Roi et pointez le joueur Roi.","Si les morts sont plus nombreux que les vivants, montrer le rôle d'un joueur vivant.",,
klutz,Maladroit,"Lorsque vous apprenez que vous êtes mort, choisissez publiquement un joueur vivant: s'il est maléfique, votre équipe perd.",,,,
legion,Légion,"Chaque nuit*, un joueur peut mourir. Les exécutions échouent si seulement les maléfiques ont votés. Vous êtes reconnu comme étant un Sbire. [La majorité des joueurs sont des Légions].",,"Choisissez un joueur, il meurt.",,"Assassiné,Sur le point de mourir"
leviathan,Léviathan,"Tous les joueurs savent que vous êtes en jeu. Après 5 jours, le mal gagne. Si plus d'un joueur « bon » est exécuté, les maléfiques gagnent.","Placez le jeton « Jour 1 » du Léviathan. Annoncer « Le Léviathan est présent parmi vous, c'est son premier jour ».","Est-ce que deux joueurs « bon » sont morts ou est-ce que le jeton « Jour 5 » du Léviathan est en place, l'équipe maléfique gagne immédiatement. Placez le prochain jeton « Jour n » suivant et annoncer : Le Léviathan est toujours parmi vous, c'est le jour n.",,"Bon Exécuté,Jour 1,Jour 2,Jour 3,Jour 4,Jour 5"
librarian,Archiviste,"Votre première nuit, le Conteur vous désigne 2 joueurs. Il vous donne ensuite le rôle d’Étranger de l’un des deux (ou que zéro sont en jeu).",Désigner 2 joueurs et présenter le jeton rôle Étranger de l'un d'eux.,,,"Autre,Étranger"
lilmonsta,P'tit monstre,"Chaque nuit, les Sbires choisissent qui garde le jeton P’tit Monstre et « est le Démon ». Un joueur meurt chaque nuit* [+1 Sbire].","Au début de la nuit, réveillez tous les Sbires. Les Sbires désignent un joueur qui reçoit le jeton P'tit Monstre et devient le Démon.","Au début de la nuit, réveillez tous les Sbires. Les Sbires désignent un joueur qui reçoit le jeton P'tit Monstre et devient le Démon. Plus tard pendant la nuit, le Conteur désigne un joueur qui est aussitôt assassiné (vous pouvez demander la préférence du gardien du P’tit Monstre pour déterminer la cible de celui-ci).","Assassiné,P’tit Monstre",
lleech,Sangsue,"Chaque nuit*, choisissez un joueur : il meurt. La première nuit, vous choisissez un joueur vivant : il devient empoisonné et vous mourrez si et uniquement s'il meurt.",La Sangsue désigne un joueur. Placez le jeton de rappel 'Empoisonné' sur ce joueur.,La Sangsue désigne un joueur. Ce joueur meurt.,,"Empoisonné,Mort"
lunatic,Lunatique,"Vous pensez que vous êtes un Démon, mais vous ne l’êtes pas. Le Démon sait qui vous êtes et qui vous avez attaqué.","Si 7 joueurs ou plus: Montrez au Lunatique un nombre arbitraire de Sbires. Présenter 3 rôles qui ne sont pas en jeu. Si le jeton Démon reçu par le Lunatique se réveillerait cette nuit: Permettez au Lunatique de faire les actions du Démon. Placez les jetons. Réveillez le Démon. Montrez les jetons attaque, puis pointez sur chaque joueur marqué. Retirez tous les jetons attaque.","Permettez au Lunatique de faire les actions du Démon. Placez les jetons. Réveillez le Démon. Montrez les jetons attaque, puis pointez sur chaque joueur marqué. Retirez tous les jetons attaque.",,"Attaque 1,Attaque 2,Attaque 3,Autre"
lycanthrope,Lycanthrope,"Chaque nuit*, choisissez un joueur vivant: s'il est bon, il meurt, mais il est le seul à mourir cette nuit.",,"Le Lycanthrope pointe vers un joueur vivant: s'il est bon, il meurt et personne d'autre ne peut mourir cette nuit.",,Mort
magician,Magicien,Le Démon croit que vous êtes un Sbire. Les Sbires croient que vous êtes le Démon.,,,,
marionette,Marionnette,"Vous ne savez pas que vous êtes maléfique. Vous pensez que vous êtes un joueur bon, mais vous ne l’êtes pas. Vous êtes empoisonné et le Démon sait qui vous êtes [Voisin du Démon].",Sélectionnez l'un des joueurs bons voisin du Démon et placez le rappel Marionnette. Réveillez le Démon et montrez-lui la Marionnette.,,Marionnette,
mastermind,Conspirateur,"Si le Démon meurt par exécution, jouez encore une journée. Si un joueur « bon » est exécuté, lui et le village perdent.",,,,
mathematician,Mathématicien,"Chaque nuit, vous apprenez combien de capacités des autres joueurs n’ont pas fonctionné depuis l’Aube.",Lui indiquer combien de capacités des autres joueurs n’ont pas fonctionnés aujourd'hui et cette nuit. Retirer les jetons “Effet anormal”.,Lui indiquer combien de capacités des autres joueurs n’ont pas fonctionnés aujourd'hui et cette nuit. Retirer les jetons “Effet anormal”.,,Effet Anormal
matron,Matrone,"Les joueurs ne peuvent pas quitter leur siège pour parler en privé. Une fois par jour, vous pouvez demander à deux joueurs de changer de place.",,,,
mayor,Maire,"Si aucune exécution n'a lieu alors qu’il ne reste que 3 joueurs vivants (dont vous), victoire du village ! Si vous deviez mourir pendant la nuit, un autre joueur pourrait mourir à votre place.",,,,
mezepheles,Mezepheles,Vous commencez la partie en connaissant un mot secret. Le premier joueur bon qui prononcera ce mot deviendra maléfique à partir de la nuit suivante.,Indiquez au Mezepheles le Mot Secret.,Réveillez le premier joueur bon ayant prononcé le Mot Secret du Mezepheles et montrez lui la carte 'Vous êtes désormais' ainsi que le signe des Maléfiques.,,"Devient Maléfique,Utilisé"
minstrel,Ménestrel,"Si un Sbire est exécuté aujourd'hui, tous les joueurs (à l'exception du Ménestrel et des voyageurs) sont ivres jusqu’au prochain crépuscule.",,Si un Sbire est exécuté aujourd'hui: tous les autre joueurs (à l'exception du Ménestrel et des voyageurs) sont ivres. Placez le marqueur Tous Ivre.,,Tous Ivres
monk,Moine,"Chaque nuit*, choisissez un autre joueur: il est à l'abri des effets négatifs du Démon cette nuit.",,"Choisit un autre joueur qui sera protégé (mort) du démon cette nuit, mais pas contre d'autres effets nocifs",,Protégé
moonchild,Gitane,"Lorsque vous apprenez votre mort, choisissez publiquement un autre joueur vivant: s'il est « bon », il mourra cette nuit.",,"Si le joueur sélectionné est « bon », il meurt.",,Mort
mutant,Bête de foire,"Vous êtes Dément : Ne révélez pas votre vraie nature (Étranger ou Bête de foire), d’aucune façon, sinon c’est possiblement l’exécution.",,,,
nightwatchman,Veilleur de Nuit,"Une fois par partie, de nuit, choisissez un joueur qui apprendra qui vous êtes.","Le Veilleur de Nuit peut pointer un joueur. Réveillez ce joueur, montrez-lui la carte ""Ce personnage vous a choisi"" et le jeton du Veilleur de Nuit, puis pointez le joueur qui est Veilleur de Nuit.","Le Veilleur de Nuit peut pointer un joueur. Réveillez ce joueur, montrez-lui la carte ""Ce personnage vous a choisi"" et le jeton du Veilleur de Nuit, puis pointez le joueur qui est Veilleur de Nuit.",,Utilisé
noble,Noble,"Le conteur vous indique 3 joueurs, dont un seul et unique maléfique.","Indiquer 3 joueurs, donc un maléfique, sans ordre particulier.",,,Vu
nodashii,No Dashii,"Chaque nuit*, choisissez un joueur: il meurt. Vos deux voisins Villageois (morts ou vifs) qui vous entourent sont empoisonnés.",,Il pointe un joueur: il meurt,,"Assassiné,Empoisonné"
oracle,Oracle,"Chaque nuit*, vous apprenez combien de joueurs morts sont maléfiques.",,"Indiquer combien de joueurs morts, en tout, sont maléfiques.",,
pacifist,Pacifiste,"Les joueurs « bons » exécutés peuvent, possiblement, survivre à l’exécution.",,,,
